Input Mass	Matched Mass	Delta	Name	Formula	Ion	LMSD Examples
311.22294	311.2228	.0001	FA 18:2;O2	C18H32O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:2;O2
311.22294	311.2228	.0002	FA 18:2;O2	C18H32O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:2;O2
311.22294	311.2228	.0002	FA 17:2	C17H30O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 17:2
311.22294	311.2228	.0002	SFE 17:2	C17H30O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 17:2
311.22294	311.2228	.0002	WE 17:2	C17H30O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 17:2
311.22294	311.2228	.0002	FA 16:2	C16H28O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 16:2
311.22294	311.2228	.0002	SFE 16:2	C16H28O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 16:2
311.22294	311.2228	.0002	WE 16:2	C16H28O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 16:2
379.20456	379.2046	.0000	FA 22:6;O	C22H32O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 22:6;O
379.20456	379.2046	.0000	ST 22:3;O3	C22H32O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 22:3;O3
413.29113	413.2909	.0003	WE 22:2;O2	C22H40O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 22:2;O2
413.29113	413.2909	.0003	FA 21:2;O2	C21H38O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 21:2;O2
413.29113	413.2909	.0003	MG 18:2	C21H38O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=MG 18:2
311.22282	311.2228	.0000	FA 18:2;O2	C18H32O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:2;O2
311.22282	311.2228	.0000	FA 17:2	C17H30O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 17:2
311.22282	311.2228	.0000	SFE 17:2	C17H30O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 17:2
311.22282	311.2228	.0000	WE 17:2	C17H30O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 17:2
311.22282	311.2228	.0000	FA 16:2	C16H28O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 16:2
311.22282	311.2228	.0000	SFE 16:2	C16H28O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 16:2
311.22282	311.2228	.0000	WE 16:2	C16H28O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 16:2
249.18599	249.1860	.0000	FA 16:3	C16H26O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:3
249.18599	249.1860	.0000	SFE 16:3	C16H26O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 16:3
249.18599	249.1860	.0000	WE 16:3	C16H26O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=WE 16:3
249.18599	249.1860	.0000	FA 32:6;O2	C32H52O4	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=FA 32:6;O2
297.24350	297.2435	.0000	FA 18:1;O	C18H34O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:1;O
333.20738	333.2071	.0002	FA 20:5;O2	C20H30O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:5;O2
333.20738	333.2071	.0002	FA 19:5	C19H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 19:5
333.20738	333.2071	.0002	ST 19:2;O2	C19H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:2;O2
333.20738	333.2071	.0002	FA 18:5	C18H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 18:5
333.20738	333.2071	.0002	SFE 18:5	C18H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 18:5
333.20738	333.2071	.0002	ST 18:2;O2	C18H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 18:2;O2
333.20738	333.2071	.0002	WE 18:5	C18H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 18:5
313.23861	313.2384	.0002	FA 18:1;O2	C18H34O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:1;O2
313.23861	313.2384	.0002	FA 17:1	C17H32O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 17:1
313.23861	313.2384	.0002	SFE 17:1	C17H32O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 17:1
313.23861	313.2384	.0002	FA 16:1	C16H30O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 16:1
313.23861	313.2384	.0002	SFE 16:1	C16H30O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 16:1
313.23861	313.2384	.0002	WE 16:1	C16H30O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 16:1
461.29109	461.2909	.0002	ST 27:3;O6	C27H42O6	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 27:3;O6
461.29109	461.2909	.0002	MG 22:6	C25H38O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=MG 22:6
461.29109	461.2909	.0002	ST 26:3;O3	C25H38O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 26:3;O3
315.20959	315.2096	.0000	FA 18:2	C18H32O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:2
315.20959	315.2096	.0000	SFE 18:2	C18H32O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=SFE 18:2
315.20959	315.2096	.0000	WE 18:2	C18H32O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=WE 18:2
341.21217	341.2122	.0001	FA 22:7;O	C22H30O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 22:7;O
361.19403	361.1940	.0000	FA 22:7	C22H30O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 22:7
323.25919	323.2592	.0000	FA 20:2;O	C20H36O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:2;O
407.28031	407.2803	.0000	ST 24:1;O5	C24H40O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 24:1;O5
407.28031	407.2803	.0000	MG O-20:5	C23H38O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=MG O-20:5
407.28031	407.2803	.0000	ST 23:1;O3	C23H38O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 23:1;O3
407.28031	407.2803	.0000	FA 22:4;O	C22H36O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 22:4;O
407.28031	407.2803	.0000	ST 22:1;O3	C22H36O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 22:1;O3
345.24375	345.2435	.0002	FA 22:5;O	C22H34O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 22:5;O
345.24375	345.2435	.0002	ST 21:2;O	C21H32O	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 21:2;O
345.24375	345.2435	.0002	ST 20:2;O	C20H30O	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 20:2;O
449.29087	449.2909	.0000	ST 25:2;O4	C25H40O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 25:2;O4
449.29087	449.2909	.0000	ST 24:2;O4	C24H38O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 24:2;O4
271.22794	271.2279	.0001	FA 16:0;O	C16H32O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:0;O
355.20479	355.2046	.0002	FA 20:4;O	C20H32O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 20:4;O
421.21526	421.2151	.0001	ST 24:4;O4	C24H34O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 24:4;O4
362.27024	362.2701	.0002	NAE 20:4;O	C22H37NO3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=NAE 20:4;O
397.21515	397.2151	.0000	FA 22:5;O2	C22H34O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 22:5;O2
311.22290	311.2228	.0001	FA 18:2;O2	C18H32O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:2;O2
311.22290	311.2228	.0001	FA 17:2	C17H30O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 17:2
311.22290	311.2228	.0001	SFE 17:2	C17H30O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 17:2
311.22290	311.2228	.0001	WE 17:2	C17H30O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 17:2
311.22290	311.2228	.0001	FA 16:2	C16H28O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 16:2
311.22290	311.2228	.0001	SFE 16:2	C16H28O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 16:2
311.22290	311.2228	.0001	WE 16:2	C16H28O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 16:2
375.23074	375.2308	.0000	FA 20:2;O2	C20H36O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 20:2;O2
375.23074	375.2308	.0000	FOH 20:2;O3	C20H36O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FOH 20:2;O3
285.24356	285.2435	.0000	FA 17:0;O	C17H34O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 17:0;O
303.23331	303.2330	.0004	FA 20:4	C20H32O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:4
303.23331	303.2330	.0004	ST 20:1;O2	C20H32O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 20:1;O2
295.22779	295.2279	.0001	FA 18:2;O	C18H32O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:2;O
269.21226	269.2122	.0000	FA 16:1;O	C16H30O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:1;O
331.20464	331.2046	.0001	FA 18:2;O	C18H32O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:2;O
349.21515	349.2151	.0000	FA 18:1;O2	C18H34O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:1;O2
343.22787	343.2279	.0000	FA 22:6;O	C22H32O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 22:6;O
343.22787	343.2279	.0000	ST 22:3;O3	C22H32O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 22:3;O3
343.22787	343.2279	.0000	ST 20:3;O	C20H28O	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 20:3;O
387.27548	387.2752	.0003	FA 20:1;O2	C20H38O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 20:1;O2
387.27548	387.2752	.0003	FA 19:1;O2	C19H36O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 19:1;O2
387.27548	387.2752	.0003	FOH 19:2;O3	C19H36O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FOH 19:2;O3
554.34679	554.3464	.0004	LPS O-20:0;O	C26H54NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPS O-20:0;O
554.34679	554.3464	.0004	LPC 17:0	C25H52NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPC 17:0
554.34679	554.3464	.0004	LPE 20:0	C25H52NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPE 20:0
554.34679	554.3464	.0004	PC O-17:0	C25H52NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=PC O-17:0
554.34679	554.3464	.0004	LPC 16:0	C24H50NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPC 16:0
554.34679	554.3464	.0004	LPE 19:0	C24H50NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPE 19:0
554.34679	554.3464	.0004	LPE O-19:1;O	C24H50NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPE O-19:1;O
554.34679	554.3464	.0004	PC O-16:0	C24H50NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=PC O-16:0
271.22799	271.2279	.0001	FA 16:0;O	C16H32O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:0;O
299.25906	299.2592	.0001	FA 18:0;O	C18H36O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:0;O
359.22301	359.2228	.0002	FA 22:6;O2	C22H32O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 22:6;O2
359.22301	359.2228	.0002	ST 21:3;O2	C21H30O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 21:3;O2
359.22301	359.2228	.0002	FA 20:6	C20H28O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 20:6
359.22301	359.2228	.0002	ST 20:3;O2	C20H28O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 20:3;O2
538.31527	538.3151	.0002	LPS 19:0	C25H50NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPS 19:0
538.31527	538.3151	.0002	LPS O-19:1;O	C25H50NO9P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPS O-19:1;O
538.31527	538.3151	.0002	LPC 16:1	C24H48NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPC 16:1
538.31527	538.3151	.0002	LPE 19:1	C24H48NO7P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPE 19:1
538.31527	538.3151	.0002	LPC 15:1	C23H46NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPC 15:1
538.31527	538.3151	.0002	LPE 18:1	C23H46NO7P	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=LPE 18:1
309.20730	309.2071	.0002	FA 18:3;O2	C18H30O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:3;O2
309.20730	309.2071	.0002	FA 17:3	C17H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 17:3
309.20730	309.2071	.0002	SFE 17:3	C17H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 17:3
309.20730	309.2071	.0002	FA 16:3	C16H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 16:3
309.20730	309.2071	.0002	SFE 16:3	C16H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 16:3
309.20730	309.2071	.0002	WE 16:3	C16H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 16:3
389.24662	389.2464	.0002	FA 21:2;O2	C21H38O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 21:2;O2
389.24662	389.2464	.0002	MG 18:2	C21H38O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=MG 18:2
269.21228	269.2122	.0001	FA 16:1;O	C16H30O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:1;O
269.21218	269.2122	.0000	FA 16:1;O	C16H30O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:1;O
267.23296	267.2330	.0000	FA 17:1	C17H32O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 17:1
267.23296	267.2330	.0000	SFE 17:1	C17H32O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 17:1
267.23296	267.2330	.0000	FAHFA 34:1;O	C34H64O4	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=FAHFA 34:1;O
267.23296	267.2329	.0000	TG 48:1	C51H96O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 48:1
415.30675	415.3065	.0002	FA 22:1;O2	C22H42O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 22:1;O2
415.30675	415.3065	.0002	FA 21:1;O2	C21H40O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 21:1;O2
415.30675	415.3065	.0002	MG 18:1	C21H40O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=MG 18:1
415.30675	415.3065	.0002	WE 21:1;O2	C21H40O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 21:1;O2
269.21229	269.2122	.0001	FA 16:1;O	C16H30O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:1;O
399.20246	399.2025	.0000	FA 19:4;O4	C19H30O6	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 19:4;O4
399.20246	399.2025	.0000	FA 18:4;O4	C18H28O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 18:4;O4
391.28551	391.2854	.0001	ST 24:1;O4	C24H40O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 24:1;O4
391.28551	391.2854	.0001	FA 23:4	C23H38O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 23:4
391.28551	391.2854	.0001	ST 23:1;O2	C23H38O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 23:1;O2
391.28551	391.2854	.0001	FA 22:4	C22H36O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 22:4
391.28551	391.2854	.0001	SFE 22:4	C22H36O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 22:4
447.27531	447.2752	.0001	FA 26:6;O4	C26H40O6	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 26:6;O4
447.27531	447.2752	.0001	MG 22:6	C25H38O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=MG 22:6
447.27531	447.2752	.0001	ST 26:3;O3	C25H38O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 26:3;O3
447.27531	447.2752	.0001	ST 24:3;O4	C24H36O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 24:3;O4
313.18113	313.1809	.0002	FA 20:7;O	C20H26O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:7;O
267.19667	267.1966	.0001	FA 16:2;O	C16H28O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:2;O
321.24360	321.2435	.0001	FA 20:3;O	C20H34O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:3;O
321.24360	321.2435	.0001	ST 19:0;O	C19H32O	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:0;O
415.30666	415.3065	.0001	FA 22:1;O2	C22H42O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 22:1;O2
415.30666	415.3065	.0001	FA 21:1;O2	C21H40O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 21:1;O2
415.30666	415.3065	.0001	MG 18:1	C21H40O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=MG 18:1
415.30666	415.3065	.0001	WE 21:1;O2	C21H40O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 21:1;O2
299.20188	299.2017	.0002	FA 20:6	C20H28O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:6
299.20188	299.2017	.0002	ST 20:3;O2	C20H28O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 20:3;O2
293.21241	293.2122	.0002	FA 18:3;O	C18H30O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:3;O
323.25925	323.2592	.0001	FA 20:2;O	C20H36O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:2;O
271.22789	271.2279	.0000	FA 16:0;O	C16H32O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:0;O
359.23601	359.2359	.0002	FA 20:2;O	C20H36O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 20:2;O
467.30124	467.3014	.0002	ST 25:1;O5	C25H42O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 25:1;O5
467.30124	467.3014	.0002	ST 24:1;O5	C24H40O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 24:1;O5
249.14940	249.1496	.0002	FA 15:4;O	C15H22O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 15:4;O
249.14940	249.1496	.0002	ST 30:5;O6	C30H44O6	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=ST 30:5;O6
361.25167	361.2515	.0002	FA 20:1;O	C20H38O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 20:1;O
319.22791	319.2279	.0000	FA 20:4;O	C20H32O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:4;O
319.22791	319.2279	.0000	ST 19:1;O	C19H30O	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:1;O
362.27029	362.2701	.0002	NAE 20:4;O	C22H37NO3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=NAE 20:4;O
279.23317	279.2330	.0002	FA 18:2	C18H32O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:2
279.23317	279.2330	.0002	SFE 18:2	C18H32O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 18:2
279.23317	279.2330	.0002	WE 18:2	C18H32O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=WE 18:2
279.23317	279.2330	.0002	FAHFA 36:3;O	C36H64O4	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=FAHFA 36:3;O
379.20492	379.2046	.0004	FA 22:6;O	C22H32O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 22:6;O
379.20492	379.2046	.0004	ST 22:3;O3	C22H32O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 22:3;O3
391.28552	391.2854	.0001	ST 24:1;O4	C24H40O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 24:1;O4
391.28552	391.2854	.0001	FA 23:4	C23H38O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 23:4
391.28552	391.2854	.0001	ST 23:1;O2	C23H38O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 23:1;O2
391.28552	391.2854	.0001	FA 22:4	C22H36O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 22:4
391.28552	391.2854	.0001	SFE 22:4	C22H36O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 22:4
315.19667	315.1966	.0001	FA 20:6;O	C20H28O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:6;O
315.19667	315.1966	.0001	ST 20:3;O3	C20H28O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 20:3;O3
337.23856	337.2384	.0001	FA 20:3;O2	C20H34O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:3;O2
337.23856	337.2384	.0001	FA 19:3	C19H32O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 19:3
337.23856	337.2384	.0001	SFE 19:3	C19H32O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 19:3
337.23856	337.2384	.0001	ST 19:0;O2	C19H32O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:0;O2
337.23856	337.2384	.0001	FA 18:3	C18H30O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 18:3
337.23856	337.2384	.0001	SFE 18:3	C18H30O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 18:3
337.23856	337.2384	.0001	ST 18:0;O2	C18H30O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 18:0;O2
383.22043	383.2206	.0002	FA 18:0;O4	C18H36O6	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:0;O4
313.18123	313.1809	.0003	FA 20:7;O	C20H26O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:7;O
313.23857	313.2384	.0001	FA 18:1;O2	C18H34O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:1;O2
313.23857	313.2384	.0001	FA 17:1	C17H32O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 17:1
313.23857	313.2384	.0001	SFE 17:1	C17H32O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 17:1
313.23857	313.2384	.0001	FA 16:1	C16H30O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 16:1
313.23857	313.2384	.0001	SFE 16:1	C16H30O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 16:1
313.23857	313.2384	.0001	WE 16:1	C16H30O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 16:1
285.20716	285.2071	.0000	FA 16:1;O2	C16H30O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:1;O2
285.20716	285.2071	.0000	FA 15:1	C15H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 15:1
285.20716	285.2071	.0000	SFE 15:1	C15H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 15:1
285.20716	285.2071	.0000	WE 15:1	C15H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 15:1
285.20716	285.2071	.0000	FA 14:1	C14H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 14:1
285.20716	285.2071	.0000	SFE 14:1	C14H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 14:1
285.20716	285.2071	.0000	WE 14:1	C14H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 14:1
317.21216	317.2122	.0001	FA 20:5;O	C20H30O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:5;O
317.21216	317.2122	.0001	ST 19:2;O	C19H28O	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:2;O
227.16493	227.1653	.0003	FA 13:1;O	C13H24O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 13:1;O
379.20468	379.2046	.0001	FA 22:6;O	C22H32O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 22:6;O
379.20468	379.2046	.0001	ST 22:3;O3	C22H32O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 22:3;O3
293.21247	293.2122	.0002	FA 18:3;O	C18H30O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:3;O
255.82214	255.8223	.0001	PA 42:9	C45H71O8P	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=PA 42:9
467.27807	467.2779	.0001	LPG O-16:1	C22H45O8P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPG O-16:1
467.27807	467.2779	.0001	LPA O-18:1	C21H43O6P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPA O-18:1
265.21731	265.2173	.0000	FA 17:2	C17H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 17:2
265.21731	265.2173	.0000	SFE 17:2	C17H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 17:2
265.21731	265.2173	.0000	WE 17:2	C17H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=WE 17:2
265.21731	265.2173	.0000	FAHFA 34:3;O	C34H60O4	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=FAHFA 34:3;O
265.21731	265.2173	.0000	TG 48:4	C51H90O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 48:4
