Compounds ID,Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzVault Search,Annot. Source: ChemSpider Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# ChemSpider Results,# mzVault Results,mzVault Best Match,mzVault Library Match: Bamba lab 34 lipid mediators library stepped NCE 10 30 45,mzVault Library Match: Bamba lab 598 polar metabolites stepped NCE 10 30 45,mzVault Library Match: Custom mzVault Library,mzVault Library Match: LipidBlast-VS68-Neg,mzVault Library Match: LipidBlast-VS68-Pos,Class Coverage: Phosphatidylcholine Compound Class,Mass List Match: LipidMaps Structure Database 2021-09-13,MS2,Neutral Losses,Reference Ion,Group Area: cla,Group Area: cla_and_lps,Group Area: cla_and_no2_and_lps,Group Area: ctrl,Group Area: lps,Group Area: no2-cla_and_lps,Group CV [%]: cla,Group CV [%]: cla_and_lps,Group CV [%]: cla_and_no2_and_lps,Group CV [%]: ctrl,Group CV [%]: lps,Group CV [%]: no2-cla_and_lps,Ratio: (cla) / (ctrl),Ratio: (cla_and_lps) / (ctrl),Ratio: (cla_and_no2_and_lps) / (ctrl),Ratio: (lps) / (ctrl),Ratio: (no2-cla_and_lps) / (ctrl),Ratio: (cla) / (lps),Ratio: (cla_and_lps) / (lps),Ratio: (cla_and_no2_and_lps) / (lps),Ratio: (no2-cla_and_lps) / (lps),Log2 Fold Change: (cla) / (ctrl),Log2 Fold Change: (cla_and_lps) / (ctrl),Log2 Fold Change: (cla_and_no2_and_lps) / (ctrl),Log2 Fold Change: (lps) / (ctrl),Log2 Fold Change: (no2-cla_and_lps) / (ctrl),Log2 Fold Change: (cla) / (lps),Log2 Fold Change: (cla_and_lps) / (lps),Log2 Fold Change: (cla_and_no2_and_lps) / (lps),Log2 Fold Change: (no2-cla_and_lps) / (lps),P-value: (cla) / (ctrl),P-value: (cla_and_lps) / (ctrl),P-value: (cla_and_no2_and_lps) / (ctrl),P-value: (lps) / (ctrl),P-value: (no2-cla_and_lps) / (ctrl),P-value: (cla) / (lps),P-value: (cla_and_lps) / (lps),P-value: (cla_and_no2_and_lps) / (lps),P-value: (no2-cla_and_lps) / (lps),Adj. P-value: (cla) / (ctrl),Adj. P-value: (cla_and_lps) / (ctrl),Adj. P-value: (cla_and_no2_and_lps) / (ctrl),Adj. P-value: (lps) / (ctrl),Adj. P-value: (no2-cla_and_lps) / (ctrl),Adj. P-value: (cla) / (lps),Adj. P-value: (cla_and_lps) / (lps),Adj. P-value: (cla_and_no2_and_lps) / (lps),Adj. P-value: (no2-cla_and_lps) / (lps),Peak Rating (Max.),Peak Rating: Liver-H-9_20250116121130.raw (F8),Peak Rating: Liver-H-10_20250116122626.raw (F9),Peak Rating: Liver-H-11_20250116124122.raw (F10),Peak Rating: Liver-H-12_20250116125618.raw (F11),Peak Rating: Liver-H-13_20250116131114.raw (F12),Peak Rating: Liver-H-14_20250116132610.raw (F13),Peak Rating: Liver-H-15_20250116134106.raw (F14),Peak Rating: Liver-H-16_20250116135602.raw (F15),Peak Rating: Liver-H-25.raw (F24),Peak Rating: Liver-H-26.raw (F25),Peak Rating: Liver-H-27.raw (F26),Peak Rating: Liver-H-28.raw (F27),Peak Rating: Liver-H-29.raw (F28),Peak Rating: Liver-H-30.raw (F29),Peak Rating: Liver-H-31.raw (F30),Peak Rating: Liver-H-32.raw (F31),Peak Rating: Liver-H-41.raw (F40),Peak Rating: Liver-H-42.raw (F41),Peak Rating: Liver-H-43.raw (F42),Peak Rating: Liver-H-44.raw (F43),Peak Rating: Liver-H-1.raw (F1),Peak Rating: Liver-H-2.raw (F2),Peak Rating: Liver-H-4_20250116105642.raw (F3),Peak Rating: Liver-H-5_20250116111146.raw (F4),Peak Rating: Liver-H-6_20250116112642.raw (F5),Peak Rating: Liver-H-7_20250116114138.raw (F6),Peak Rating: Liver-H-8_20250116115634.raw (F7),Peak Rating: Liver-H-17_20250116141058.raw (F16),Peak Rating: Liver-H-18_20250116142554.raw (F17),Peak Rating: Liver-H-19_20250116144050.raw (F18),Peak Rating: Liver-H-20_20250116145546.raw (F19),Peak Rating: Liver-H-21.raw (F20),Peak Rating: Liver-H-22.raw (F21),Peak Rating: Liver-H-23.raw (F22),Peak Rating: Liver-H-24.raw (F23),Peak Rating: Liver-H-33.raw (F32),Peak Rating: Liver-H-34.raw (F33),Peak Rating: Liver-H-35.raw (F34),Peak Rating: Liver-H-36.raw (F35),Peak Rating: Liver-H-37.raw (F36),Peak Rating: Liver-H-38.raw (F37),Peak Rating: Liver-H-39.raw (F38),Peak Rating: Liver-H-40.raw (F39)
170,,False,,C2 H6 N9 O2 P,Full match, No results, No results, No results,-1.10,219.03797,218.03069,0.492,326827393.912315,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,49999180.1413763, 53976932.8620356, 150514996.115826, 42696665.6874829, 109687654.278378, 63170749.9842013,81.7665915547047, 90.0299694822415, 80.8013188454399, 81.2521612337473, 76.0737774741925, 40.0060342197907,1.171, 1.264, 3.525, 2.569, 1.480, 0.456, 0.492, 1.372, 0.576,0.23, 0.34, 1.82, 1.36, 0.57, -1.13, -1.02, 0.46, -0.80,0.879026479060097, 0.999999989269435, 0.48436327286596, 0.697566441019157, 0.952507846863144, 0.995830291999038, 0.591762969904951, 0.997058889848184, 0.983464062737535,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,7.0,5.5, 5.2, , 5.5, 5.5, 5.5, , 6.2, 2.1, 6.3, , 4.7, 5.5, , 5.5, 7.0, 5.8, , 6.6, 5.5, , 5.4, , 4.7, 5.6, 5.5, , , 5.8, , , , 6.4, 5.5, 5.8, , , , 5.2, 2.4, 5.5, 5.5, 5.5
84,,False,,C18 H33 Cl O3,Full match, No results, No results, No results,0.65,332.21204,331.20474,6.076,321244783.64629,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,, , , 54385073.4584439, 58270025.591523, 8791459.920128,, , , 132.307407016711, 62.7473587735909, 9.82114044020792,0.000, 0.000, 0.000, 1.071, 0.162, 0.000, 0.000, 0.000, 0.151,-Infinity, -Infinity, -Infinity, 0.10, -2.63, -Infinity, -Infinity, -Infinity, -2.73,, , , 0.897889728936269, 0.336592210169053, , , , 0.212949955242857,, , , 0.999999999999704, 1, , , , 1,6.6,, , , , , , , , , , , , , , , , , , , , 2.4, , 6.6, , 4.4, , , , , , , 5.1, 3.6, , 4.7, , , , , , 4.9, , 5.8
51,,False,10(R)-hydroxy-8Z-octadeceneic acid,C18 H34 O3,Full match, No results, Partial match, Full match,-0.13,298.25076,297.24348,6.836,318941086.520374,3,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,24138215.9571959, 65038901.7734991, 16148419.6936603, 42311611.9589426, 47390280.3388315, 28496768.0294585,54.9412149090299, 71.6561328280517, 84.7370238896889, 61.7705535606923, 124.30280579345, 65.4642183631023,0.570, 1.537, 0.382, 1.120, 0.673, 0.509, 1.372, 0.341, 0.601,-0.81, 0.62, -1.39, 0.16, -0.57, -0.97, 0.46, -1.55, -0.73,0.869287493794405, 0.997633942117056, 0.923345403221946, 0.999618466268022, 0.982126042077842, 0.677318057795215, 0.999903861474177, 0.80499280441991, 0.916197062723864,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.6,, , 5.2, 1.8, 5.5, 5.2, 5.0, 5.0, , , , 5.2, 5.5, , , , 1.6, , 5.2, 5.5, 2.3, 2.6, , 3.6, 4.3, 5.5, , , 5.1, , 2.7, 5.8, 5.5, 6.6, 5.5, 5.2, , , 5.5, 5.0, 5.5, , 
111,,False,,C15 H36 Cl N7 O S,Full match, No results, No results, No results,-2.50,397.23806,396.23079,5.420,312940884.577714,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,6831207.49933342, 20096347.5414373, 22744288.8168317, 12441656.2131702, 20604721.6611999, 37363259.9009983,56.1967326732468, 97.8100266841964, 66.2102650534625, 93.0925027016903, 147.519011360229, 64.5274884160693,0.549, 1.615, 1.828, 1.656, 3.003, 0.332, 0.975, 1.104, 1.813,-0.86, 0.69, 0.87, 0.73, 1.59, -1.59, -0.04, 0.14, 0.86,0.9999999714856, 0.782144820292139, 0.747395008327742, 0.518852908834989, 0.781975602584456, 0.378548360093081, 0.9694265610176, 0.997557824303721, 0.978497283950132,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,5.5,5.5, , , , , , 1.4, 5.2, 4.5, 3.2, 2.8, 4.6, 4.6, , , 1.4, 2.6, 5.1, 4.5, , , 4.2, 4.8, , , , , , , , 4.5, 2.8, , , 5.0, , 3.2, 1.3, , 1.1, , 3.2, 3.6
117,,False,,C23 H31 Cl N4,Full match, No results, No match, No results,-3.45,398.22235,397.21502,6.807,309959852.153796,2,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,13917138.9958658, 97070544.182943, 39610819.2286459, 41643367.6846444, 46864071.2890191, 103884875.556096,37.9081534736121, 81.6023551961452, 71.9636818829903, 85.4625537973977, 114.467951355176, 64.0416409968347,0.334, 2.331, 0.951, 1.125, 2.495, 0.297, 2.071, 0.845, 2.217,-1.58, 1.22, -0.07, 0.17, 1.32, -1.75, 1.05, -0.24, 1.15,0.383475552864704, 0.900215951548342, 0.859132960725446, 0.993033859670409, 0.999848583185941, 0.569352014520629, 0.544847838356378, 0.976622184748418, 0.9357968066264,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.2,, 3.8, , , 4.7, 1.7, 3.2, 6.1, , , 5.5, , , 5.8, , 4.3, 5.8, , 2.0, 4.0, , , 3.6, 2.2, 5.8, , , , , , 5.5, 2.4, 4.1, 3.6, 2.0, , 3.6, 2.8, 5.0, 5.8, , , 6.2
64,,False,,C22 H33 Cl O3,Full match, No results, No results, No results,0.26,380.21192,379.20463,5.941,309515666.850013,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,74961077.0183323, 206448107.716666, 118923572.980575, , 233477191.463128, 309515666.850013,36.8372372256726, 21.7521484701828, 31.8696290299796, , 43.267893179692, ,Infinity, Infinity, Infinity, Infinity, Infinity, 0.321, 0.884, 0.509, 1.326,Infinity, Infinity, Infinity, Infinity, Infinity, -1.64, -0.18, -0.97, 0.41,, , , , , 0.223265680821954, 0.998633539463301, 0.725131202537571, ,, , , , , 1, 0.999999999999185, 0.999999999999414, ,7.6,, 5.2, 5.2, , , , , , , , , , , 6.8, 7.6, , , , 6.7, 7.1, , , , , , , , , 5.8, , , , , 4.7, 4.7, , , , , , , , 6.2
121,,False,Cer 16:2;2O/2:0,C18 H33 N O3,Full match, Full match, No results, Partial match,0.53,311.24621,310.23894,4.609,302825788.548426,0,1,0.7,No matches found, No matches found, No matches found, Single match found, No matches found,,Single match found,PreferredDDA,CO2,[M-H]-1,118867239.134927, 41670104.8463632, 133381658.603814, 7384211.33808044, 130248388.810099, 9624517.49323732,47.7125519562838, 93.6815802834188, 74.9807049215546, 13.1304218701881, 87.6314100656699, ,16.097, 5.643, 18.063, 17.639, 1.303, 0.913, 0.320, 1.024, 0.074,4.01, 2.50, 4.17, 4.14, 0.38, -0.13, -1.64, 0.03, -3.76,0.0250846685628719, 0.316560356278577, 0.11418565263746, 0.105733315956311, , 0.968536403515469, 0.951624919273942, 0.999999755503566, ,0.650890255628701, 1, 0.999999999999243, 0.999999999999704, , 1, 0.999999999999185, 0.999999999999414, ,6.6,5.8, 3.9, 3.2, 5.5, 4.7, 5.5, 6.2, 5.1, , , 0.6, , 6.2, 5.8, 5.5, 5.6, 6.2, 5.2, 5.8, 6.2, 3.8, , , , 6.4, , , , 3.9, , , 5.5, 6.2, 6.2, 6.6, , , , , , 2.7, , 
97,,False,"18-methyl-5Z,8Z,11Z,14Z-nonadecatetraenoic acid",C20 H32 O2,Full match, No results, Partial match, Full match,0.00,304.24023,303.23295,7.581,302527232.718763,21,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,244007796.184648, 159359144.214121, , 212407715.886815, 110397563.005604, 261422378.442022,54.9894734996668, 43.2841099832444, , 44.158896683737, 50.1033919661533, 16.4432623720835,1.149, 0.750, 0.000, 0.520, 1.231, 2.210, 1.444, 0.000, 2.368,0.20, -0.41, -Infinity, -0.94, 0.30, 1.14, 0.53, -Infinity, 1.24,0.997416515454317, 0.995949448220888, , 0.577369788327439, 0.911847158144959, 0.749798814234099, 0.769632578617517, , 0.184120381879885,1, 1, , 0.999999999999704, 1, 1, 0.999999999999185, , 1,5.8,, 2.4, 5.2, , 3.2, , , 2.8, , 3.2, 3.9, 3.9, , , 5.8, , , , , , 4.7, 2.4, , , 2.4, 5.5, , , , , 2.0, 3.6, 2.8, , , 5.1, , 5.8, 3.9, , 3.9, , 4.7
80,,False,,C20 H37 Cl O4,Full match, No results, No results, No results,-0.17,376.23797,375.23070,7.303,298828385.690184,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,59881164.5556948, 91685711.6978991, 110143766.909391, 39946230.0809914, 52660636.9885447, 35472370.0132012,83.1748884430262, 85.6279687966329, 115.080488626837, 54.4658544637853, 72.6472515559985, 49.3517900467386,1.499, 2.295, 2.757, 1.318, 0.888, 1.137, 1.741, 2.092, 0.674,0.58, 1.20, 1.46, 0.40, -0.17, 0.19, 0.80, 1.06, -0.57,0.999415594029109, 0.764705023471135, 0.990713411611242, 0.999999992444953, 0.994460896981681, 0.999646091409032, 0.784638750926484, 0.992431176496773, 0.992370645728343,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.4,4.3, 3.3, 6.2, , , , , 2.6, , 4.7, 5.8, 3.9, 3.6, 3.6, 3.0, 5.5, , 3.9, , 1.4, 4.7, 5.2, 4.3, , 2.8, 6.0, , , 1.6, , 5.8, 3.9, 5.8, , 6.4, 4.1, 6.0, 6.2, 6.0, 4.3, 3.0, 4.3, 2.8
132,,False,,C22 H31 Cl O2,Full match, No results, No results, No results,-0.16,362.20120,397.17057,7.302,293086005.572168,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M+Cl]-1,89354325.6841507, 104280701.489536, 36682296.9752109, 42268284.1221601, 102854678.912923, 53766462.2216258,, 63.1912558978164, 111.294178337198, , 9.26906211000269, 85.4376857027712,2.114, 2.467, 0.868, 2.433, 1.272, 0.869, 1.014, 0.357, 0.523,1.08, 1.30, -0.20, 1.28, 0.35, -0.20, 0.02, -1.49, -0.94,, , , , , , 0.99999845643465, 0.754403746622352, 0.999999548137648,, , , , , , 0.999999999999185, 0.999999999999414, 1,6.6,4.7, , , , , , , , , , , 3.6, , , , 0.9, 0.9, , 4.7, 4.8, , , , , 2.4, , , , , , 5.3, 3.8, , , , 3.2, 4.7, 1.3, , , 3.2, , 6.6
106,,False,,C20 H35 Cl O4,Full match, No results, No results, No results,0.27,374.22249,373.21520,6.803,284991056.932571,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,54146773.2729101, 86853270.472906, 164584481.937729, 138288779.991701, 163484019.035326, 123546592.81349,98.6943762889014, 27.2615936399957, 46.3866269877605, 51.8012579843235, 60.5709321483551, 47.419587220618,0.392, 0.628, 1.190, 1.182, 0.893, 0.331, 0.531, 1.007, 0.756,-1.35, -0.67, 0.25, 0.24, -0.16, -1.59, -0.91, 0.01, -0.40,0.708321414081494, 0.999999984000593, 0.999113460240731, 0.973377746521008, 0.983109034822102, 0.268379344755694, 0.96692135345853, 0.997524986200703, 0.999999612976419,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,6.5,4.3, 0.9, , 1.3, 1.8, 1.1, , , , , 6.1, , 3.1, 6.5, , , 4.3, 2.4, 5.5, 1.3, , , 3.2, 3.2, 3.9, , , , , , 2.4, 4.7, , , 5.5, 2.4, , 3.2, 1.7, , , , 
77,,False,Cer 20:3;2O/2:0,C22 H39 N O3,Full match, Full match, No results, No results,0.50,365.29318,364.28589,5.845,284096131.452525,0,1,0.1,No matches found, No matches found, No matches found, Single match found, No matches found,,No matches found,PreferredDDA,CO2,[M-H]-1,63114304.5438521, 127701934.564063, 194450037.254401, , 188663518.705643, ,80.2249095631358, 96.0298101075071, 58.77244016462, , 23.6745703564336, ,Infinity, Infinity, Infinity, Infinity, , 0.335, 0.677, 1.031, 0.000,Infinity, Infinity, Infinity, Infinity, , -1.58, -0.56, 0.04, -Infinity,, , , , , 0.482142957309858, 0.448133880686443, 0.980147373695281, ,, , , , , 1, 0.999999999999185, 0.999999999999414, ,7.2,4.5, 6.2, 4.8, 5.1, 5.5, 6.6, 5.8, 6.2, , , , , 5.8, 5.8, 5.8, 0.8, 4.7, , 6.2, 5.8, , , , , , , , , , , , , 6.1, 7.2, 6.8, , , , , , , , 
76,,False,2-hydroxy palmitic acid,C16 H32 O3,Full match, No results, Partial match, Full match,0.78,272.23536,271.22808,5.551,281983984.742709,2,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,110803704.421781, 70595678.2326517, 32642065.8720997, 95148343.7475422, 110614054.683833, 140589970.522428,74.2783901521652, 83.7538147566248, , 77.9091169700795, 65.4850620428314, 18.3351133131876,1.165, 0.742, 0.343, 1.163, 1.478, 1.002, 0.638, 0.295, 1.271,0.22, -0.43, -1.54, 0.22, 0.56, 0.00, -0.65, -1.76, 0.35,0.999926299318969, 0.926163441550222, , 0.976955232879119, 0.998753087097538, 0.988107723886264, 0.999568502662973, , 0.924221702824635,1, 1, , 0.999999999999704, 1, 1, 0.999999999999185, , 1,7.0,5.2, 5.5, 5.5, 5.5, 5.8, 5.5, 5.5, 5.5, , , , , 5.2, , 5.8, , , , 5.2, , , 5.5, , 5.5, 5.5, 5.1, , , 5.8, , , , 5.5, , 5.2, , , , 7.0, , , , 7.0
180,,False,9-hydroxy-10-Octadecen-12-ynoic acid,C18 H30 O3,Full match, No results, Partial match, Full match,0.63,294.21968,293.21240,5.856,275572421.047052,5,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,132743096.247904, 22310143.2448312, 43968053.7245546, 62903245.865366, 149847392.70527, 51820886.8045716,59.5513868472527, 79.0514495650428, 18.7207512900171, 72.7107508956561, 118.655411349334, 57.4762468112273,2.110, 0.355, 0.699, 2.382, 0.824, 0.886, 0.149, 0.293, 0.346,1.08, -1.50, -0.52, 1.25, -0.28, -0.17, -2.75, -1.77, -1.53,0.536187136513033, 0.962076818825533, 0.999913951111417, 0.904895869896786, 0.999998630488111, 0.999144017657375, 0.604514934709768, 0.983039675888834, 0.928028214576089,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,7.0,1.1, , , , , 2.8, 2.8, 2.8, 3.0, , 0.2, , , , 2.4, 1.8, 4.3, , 7.0, , , 4.3, 4.8, , 1.7, 5.5, 4.4, , , , 5.6, , , , 3.2, 4.3, 3.9, 2.2, , 3.2, , 2.4, 
373,,False,LMFA08020333,C20 H37 N O4,Full match, No results, No results, Full match,0.27,355.27235,354.26504,3.846,275233185.991749,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Single match found,PreferredDDA,,[M-H]-1,8906853.97841148, 16483405.550892, 14963576.4036078, 22548182.2994322, 11245916.5785635, 14391625.5208634,30.1906849756444, 76.8303795929589, 120.994144333489, 95.9859106709296, 181.891566855632, 61.3782820555897,0.395, 0.731, 0.664, 0.499, 0.638, 0.792, 1.466, 1.331, 1.280,-1.34, -0.45, -0.59, -1.00, -0.65, -0.34, 0.55, 0.41, 0.36,0.969468904451922, 0.999999515997405, 0.999124917956388, 0.999342222832141, 0.999973234350279, 0.721376744792132, 0.994754367263809, 0.99999986444221, 0.979917256191338,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,4.8,2.1, 1.5, , , 1.9, , 3.6, , 2.1, 3.1, 2.4, , , , , 2.2, 1.2, 2.0, 0.8, , 3.6, , , , 1.0, , , , , , 4.1, 2.4, 2.3, 0.6, 2.3, , 4.8, 1.8, , 3.3, 1.2, 1.6, 1.4
92,,False,Cer 8:1;2O/12:0,C20 H39 N O3,Full match, Full match, Partial match, Partial match,0.09,341.29302,340.28574,5.745,274573073.31829,1,3,31.8,No matches found, No matches found, No matches found, Multiple matches found, No matches found,,Multiple matches found,PreferredDDA,CO2,[M-H]-1,82500551.5035759, 36624575.5849168, 114346938.491773, 77394169.4558356, 138885642.856831, 42155740.0498255,54.8339285168954, 81.5012712240656, 77.8782585180563, 58.4888263911704, 67.8929275029172, 84.4988880832958,1.066, 0.473, 1.477, 1.795, 0.545, 0.594, 0.264, 0.823, 0.304,0.09, -1.08, 0.56, 0.84, -0.88, -0.75, -1.92, -0.28, -1.72,0.900120627785693, 0.98492579861863, 0.976783725703416, 0.840781666786406, 0.8775718364767, 0.999780125458785, 0.428524016724573, 0.999039134156132, 0.222249630931567,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,5.8,3.6, 5.5, 3.9, 3.9, 4.3, 5.5, 3.9, 4.7, 3.3, 5.2, 3.5, 3.9, 5.5, 4.3, 5.1, 5.6, 5.5, 3.0, 3.9, 2.4, 3.3, 3.6, 3.7, 4.3, 3.9, 3.6, , , 5.5, , 4.1, , 5.8, 5.8, 4.7, 3.6, 2.0, 1.4, 4.3, 5.2, 4.3, 4.8, 5.5
189,,False,"9,10-epoxy-11,13-docosadiynoic acid",C22 H34 O3,Full match, No results, Partial match, Full match,0.46,346.25096,345.24366,5.975,274026995.494547,3,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,77289823.5785004, 21516055.1412871, 54890310.4313383, 68147588.0553301, 125738729.496507, 110429454.861548,80.8128899999077, 141.003580035124, 93.544916423405, 73.2150947216175, 80.5014031545876, 49.8486580211778,1.134, 0.316, 0.805, 1.845, 1.620, 0.615, 0.171, 0.437, 0.878,0.18, -1.66, -0.31, 0.88, 0.70, -0.70, -2.55, -1.20, -0.19,0.993362792076795, 0.99694142966401, 0.998597823632792, 0.985477728597561, 0.893323574406979, 0.999974124854472, 0.869474195202673, 0.926177380490167, 0.997592513079015,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,4.7,0.5, 1.3, 4.7, 1.3, 4.7, 4.7, 0.7, 2.6, 4.5, , , 0.7, 1.3, 0.7, 1.3, , 2.3, , 2.4, 2.8, 1.9, 0.9, , 2.0, 1.7, 3.2, , , 3.2, , , 1.1, 4.7, 2.4, 2.0, 2.8, , , 4.3, , 3.2, , 2.0
113,,False,,C9 H20 O S3,Full match, No results, No match, No results,-3.92,240.06669,239.05941,3.715,273691944.132347,1,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,No matches found,PreferredDDA,,[M-H]-1,12602411.8844369, 28147622.6319555, 25816512.0751809, 12605733.6817913, 44697898.9491173, 25816103.3365412,28.9956807631105, 48.6717855642357, 77.2276314852189, 200.197137830316, 85.938179533505, 64.0469653010421,1.000, 2.233, 2.048, 3.546, 2.048, 0.282, 0.630, 0.578, 0.578,0.00, 1.16, 1.03, 1.83, 1.03, -1.83, -0.67, -0.79, -0.79,0.867577826011905, 0.993576111829294, 0.89403784586808, 0.190409808115139, 0.797036833809965, 0.0138131211845098, 0.403236236271177, 0.906481443354268, 0.817656056604889,1, 1, 0.999999999999243, 0.999999999999704, 1, 0.387984646915024, 0.999999999999185, 0.999999999999414, 1,6.4,5.3, 3.4, 4.7, 5.9, 5.5, 6.4, 3.9, 6.2, 3.6, 3.7, 5.1, 2.2, 3.1, 4.6, 3.0, 4.6, 4.8, 5.8, 3.1, 3.7, 5.8, 4.2, 2.3, 5.0, 5.4, 4.6, 3.9, , 6.4, , 6.0, 5.8, 5.5, 4.3, 5.1, 3.7, 5.8, 5.8, 3.5, 3.7, 3.0, 4.8, 3.7
175,,False,"15-oxo-11Z,13E-eicosadienoic acid",C20 H34 O3,Full match, No results, Partial match, Full match,0.38,322.25092,321.24363,6.161,272610846.232273,3,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,75156274.0972139, 18509409.2107157, 39170259.0183618, 74323357.6260046, 95129237.6396866, 74423478.2256314,72.3193155202687, 140.101982088374, 114.967752378315, 94.1410620021272, 96.701155811125, 79.8515225381972,1.011, 0.249, 0.527, 1.280, 1.001, 0.790, 0.195, 0.412, 0.782,0.02, -2.01, -0.92, 0.36, 0.00, -0.34, -2.36, -1.28, -0.35,0.995601144650099, 0.933136525270406, 0.86884434778982, 0.999995801837075, 0.998467993306834, 0.99893716497644, 0.889688120058796, 0.818683146462498, 0.994670802004449,1, 1, 0.999999999999243, 0.999999999999704, 1, 1, 0.999999999999185, 0.999999999999414, 1,5.5,1.4, 5.5, 5.2, 3.2, 3.6, 3.9, 3.6, 3.0, 1.2, 4.5, 5.2, 2.2, 1.7, 4.1, 4.7, 4.4, 5.2, 2.3, 3.6, 3.6, 4.5, 3.9, 1.4, 4.7, 3.2, 5.5, , , 5.5, , 4.2, 3.3, 5.5, 3.2, 2.4, 2.8, , 1.9, 5.5, 5.2, 4.3, , 4.3
107,,False,9-chloro-10-hydroxy-octadecanoic acid,C18 H35 Cl O3,Full match, No results, No results, Full match,0.31,334.22758,333.22030,6.385,271246079.067863,0,0,,No matches found, No matches found, No matches found, No matches found, No matches found,,Multiple matches found,PreferredDDA,,[M-H]-1,25204484.332264, 87844614.0929369, , 61044367.603287, 55435364.917261, 73574139.8455148,16.7113681753076, 51.5111212102805, , 70.3400947382801, 120.450035347674, 43.3373608150488,0.413, 1.439, 0.000, 0.908, 1.205, 0.455, 1.585, 0.000, 1.327,-1.28, 0.53, -Infinity, -0.14, 0.27, -1.14, 0.66, -Infinity, 0.41,0.999999724377427, 0.670808118170043, , 0.914696805496613, 0.65565809570404, 0.942665759192855, 0.977614534813524, , 0.987315022852639,1, 1, , 0.999999999999704, 1, 1, 0.999999999999185, , 1,6.4,, 4.8, 4.1, 6.4, , , , , , , 3.6, , , 4.7, 4.3, , , , , , 1.7, , 5.5, 1.5, 3.6, , , , 4.5, , 3.9, 3.9, , 4.8, , , 3.2, 2.8, , 2.4, , 5.5, 3.2
