LMSD Examples,Input Mass
/resources/tools/chemdb_ontology?abbrev=FA 20:3;O2,337.23859
/resources/tools/chemdb_ontology?abbrev=SFE 19:3,337.23859
/resources/tools/chemdb_ontology?abbrev=FA 19:3,337.23859
/resources/tools/chemdb_ontology?abbrev=ST 19:0;O2,337.23859
/resources/tools/chemdb_ontology?abbrev=FA 18:3,337.23859
/resources/tools/chemdb_ontology?abbrev=SFE 18:3,337.23859
/resources/tools/chemdb_ontology?abbrev=FA 18:3,337.23859
/resources/tools/chemdb_ontology?abbrev=SFE 18:3,337.23859
/resources/tools/chemdb_ontology?abbrev=ST 18:0;O2,337.23859
/resources/tools/chemdb_ontology?abbrev=FA 18:0;O2,315.25409
/resources/tools/chemdb_ontology?abbrev=MG O-15:1;O,315.25409
/resources/tools/chemdb_ontology?abbrev=FA 17:0,315.25409
/resources/tools/chemdb_ontology?abbrev=SFE 17:0,315.25409
/resources/tools/chemdb_ontology?abbrev=WE 17:0,315.25409
/resources/tools/chemdb_ontology?abbrev=FA 16:0,315.25409
/resources/tools/chemdb_ontology?abbrev=SFE 16:0,315.25409
/resources/tools/chemdb_ontology?abbrev=WE 16:0,315.25409
/resources/tools/chemdb_ontology?abbrev=FA 16:3;O,265.18104
/resources/tools/chemdb_ontology?abbrev=FA 20:6;O2,331.19196
/resources/tools/chemdb_ontology?abbrev=FA 19:6,331.19196
/resources/tools/chemdb_ontology?abbrev=ST 19:3;O2,331.19196
/resources/tools/chemdb_ontology?abbrev=WE 19:6,331.19196
/resources/tools/chemdb_ontology?abbrev=FA 18:6,331.19196
/resources/tools/chemdb_ontology?abbrev=ST 18:3;O2,331.19196
/resources/tools/chemdb_ontology?abbrev=FA 20:3;O2,337.23855
/resources/tools/chemdb_ontology?abbrev=FA 19:3,337.23855
/resources/tools/chemdb_ontology?abbrev=SFE 19:3,337.23855
/resources/tools/chemdb_ontology?abbrev=ST 19:0;O2,337.23855
/resources/tools/chemdb_ontology?abbrev=FA 18:3,337.23855
/resources/tools/chemdb_ontology?abbrev=SFE 18:3,337.23855
/resources/tools/chemdb_ontology?abbrev=ST 18:0;O2,337.23855
/resources/tools/chemdb_ontology?abbrev=FA 12:0;O,215.16481
/resources/tools/chemdb_ontology?abbrev=FA 21:5;O2,347.22260
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O4,347.22260
/resources/tools/chemdb_ontology?abbrev=FA 20:5,347.22260
/resources/tools/chemdb_ontology?abbrev=ST 20:2;O2,347.22260
/resources/tools/chemdb_ontology?abbrev=FA 19:5,347.22260
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O2,347.22260
/resources/tools/chemdb_ontology?abbrev=FA 15:1;O2,271.19157
/resources/tools/chemdb_ontology?abbrev=FA 14:1,271.19157
/resources/tools/chemdb_ontology?abbrev=SFE 14:1,271.19157
/resources/tools/chemdb_ontology?abbrev=WE 14:1,271.19157
/resources/tools/chemdb_ontology?abbrev=FA 13:1,271.19157
/resources/tools/chemdb_ontology?abbrev=SFE 13:1,271.19157
/resources/tools/chemdb_ontology?abbrev=FA 17:0,269.24871
/resources/tools/chemdb_ontology?abbrev=SFE 17:0,269.24871
/resources/tools/chemdb_ontology?abbrev=WE 17:0,269.24871
/resources/tools/chemdb_ontology?abbrev=ST 24:1;O6,423.27544
/resources/tools/chemdb_ontology?abbrev=FA 23:4;O2,423.27544
/resources/tools/chemdb_ontology?abbrev=FOH 23:5;O3,423.27544
/resources/tools/chemdb_ontology?abbrev=MG 20:4,423.27544
/resources/tools/chemdb_ontology?abbrev=ST 23:1;O4,423.27544
/resources/tools/chemdb_ontology?abbrev=FA 22:4;O2,423.27544
/resources/tools/chemdb_ontology?abbrev=ST 22:1;O4,423.27544
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,293.21246
/resources/tools/chemdb_ontology?abbrev=FA 20:7;O,313.18133
/resources/tools/chemdb_ontology?abbrev=ST 25:2;O4,449.29090
/resources/tools/chemdb_ontology?abbrev=ST 24:2;O4,449.29090
/resources/tools/chemdb_ontology?abbrev=FA 10:2;O,243.12370
/resources/tools/chemdb_ontology?abbrev=FA 20:1;O,361.25176
/resources/tools/chemdb_ontology?abbrev=FA 20:8,295.17067
/resources/tools/chemdb_ontology?abbrev=ST 20:5;O2,295.17067
/resources/tools/chemdb_ontology?abbrev=FA 16:2;O,267.19664
/resources/tools/chemdb_ontology?abbrev=FA 20:6,299.20174
/resources/tools/chemdb_ontology?abbrev=ST 20:3;O2,299.20174
/resources/tools/chemdb_ontology?abbrev=FA 22:5;O2,361.23873
/resources/tools/chemdb_ontology?abbrev=FA 21:5,361.23873
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O2,361.23873
/resources/tools/chemdb_ontology?abbrev=FA 20:5,361.23873
/resources/tools/chemdb_ontology?abbrev=ST 20:2;O2,361.23873
/resources/tools/chemdb_ontology?abbrev=FA 26:6;O4,447.27555
/resources/tools/chemdb_ontology?abbrev=MG 22:6,447.27555
/resources/tools/chemdb_ontology?abbrev=ST 26:3;O3,447.27555
/resources/tools/chemdb_ontology?abbrev=ST 24:3;O4,447.27555
/resources/tools/chemdb_ontology?abbrev=LPA 18:2,433.23620
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O,353.18889
/resources/tools/chemdb_ontology?abbrev=FA 20:3,305.24874
/resources/tools/chemdb_ontology?abbrev=SFE 20:3,305.24874
/resources/tools/chemdb_ontology?abbrev=WE 20:3,305.24874
/resources/tools/chemdb_ontology?abbrev=ST 19:0,305.24874
/resources/tools/chemdb_ontology?abbrev=TG 57:7,305.24874
/resources/tools/chemdb_ontology?abbrev=LPA 16:1,407.22032
/resources/tools/chemdb_ontology?abbrev=FA 20:2;O4,407.22032
/resources/tools/chemdb_ontology?abbrev=FA 17:6;O2,325.12141
/resources/tools/chemdb_ontology?abbrev=FA 23:0,353.34269
/resources/tools/chemdb_ontology?abbrev=WE 23:0,353.34269
/resources/tools/chemdb_ontology?abbrev=FA 16:1;O2,285.20753
/resources/tools/chemdb_ontology?abbrev=FA 15:1,285.20753
/resources/tools/chemdb_ontology?abbrev=SFE 15:1,285.20753
/resources/tools/chemdb_ontology?abbrev=WE 15:1,285.20753
/resources/tools/chemdb_ontology?abbrev=FA 14:1,285.20753
/resources/tools/chemdb_ontology?abbrev=SFE 14:1,285.20753
/resources/tools/chemdb_ontology?abbrev=WE 14:1,285.20753
/resources/tools/chemdb_ontology?abbrev=FA 12:5;O2,221.08152
/resources/tools/chemdb_ontology?abbrev=SFE 11:5,221.08152
/resources/tools/chemdb_ontology?abbrev=FA 10:5,221.08152
/resources/tools/chemdb_ontology?abbrev=ST 25:2;O4,449.29066
/resources/tools/chemdb_ontology?abbrev=ST 24:2;O4,449.29066
/resources/tools/chemdb_ontology?abbrev=FA 21:3;O2,411.27541
/resources/tools/chemdb_ontology?abbrev=FA 22:3;O,349.27492
/resources/tools/chemdb_ontology?abbrev=ST 21:0;O,349.27492
/resources/tools/chemdb_ontology?abbrev=FA 20:5,301.21733
/resources/tools/chemdb_ontology?abbrev=ST 20:2;O2,301.21733
/resources/tools/chemdb_ontology?abbrev=FA 20:1;O,361.25172
/resources/tools/chemdb_ontology?abbrev=FA 18:4;O2,307.19145
/resources/tools/chemdb_ontology?abbrev=FA 17:4,307.19145
/resources/tools/chemdb_ontology?abbrev=FA 16:4,307.19145
/resources/tools/chemdb_ontology?abbrev=SFE 16:4,307.19145
/resources/tools/chemdb_ontology?abbrev=FA 20:8,295.17027
/resources/tools/chemdb_ontology?abbrev=ST 20:5;O2,295.17027
/resources/tools/chemdb_ontology?abbrev=FA 16:1;O,269.21231
/resources/tools/chemdb_ontology?abbrev=FA 23:4;O2,413.24670
/resources/tools/chemdb_ontology?abbrev=FOH 23:5;O3,413.24670
/resources/tools/chemdb_ontology?abbrev=MG 20:4,413.24670
/resources/tools/chemdb_ontology?abbrev=ST 23:1;O4,413.24670
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,287.16517
/resources/tools/chemdb_ontology?abbrev=FA 18:6;O,287.16517
/resources/tools/chemdb_ontology?abbrev=ST 18:3;O3,287.16517
/resources/tools/chemdb_ontology?abbrev=FA 17:6;O,287.16517
/resources/tools/chemdb_ontology?abbrev=FA 21:4;O3,365.23326
/resources/tools/chemdb_ontology?abbrev=ST 21:1;O5,365.23326
/resources/tools/chemdb_ontology?abbrev=FA 20:4;O,365.23326
/resources/tools/chemdb_ontology?abbrev=FA 19:4;O,365.23326
/resources/tools/chemdb_ontology?abbrev=ST 19:1;O3,365.23326
/resources/tools/chemdb_ontology?abbrev=SPB 19:2;O2,356.28076
/resources/tools/chemdb_ontology?abbrev=NAE 16:1,356.28076
/resources/tools/chemdb_ontology?abbrev=SPB 18:2;O2,356.28076
/resources/tools/chemdb_ontology?abbrev=FA 22:3,333.28001
/resources/tools/chemdb_ontology?abbrev=SFE 22:3,333.28001
/resources/tools/chemdb_ontology?abbrev=WE 22:3,333.28001
/resources/tools/chemdb_ontology?abbrev=TG 63:7,333.28001
/resources/tools/chemdb_ontology?abbrev=FA 18:2;O2,311.22295
/resources/tools/chemdb_ontology?abbrev=FA 17:2,311.22295
/resources/tools/chemdb_ontology?abbrev=SFE 17:2,311.22295
/resources/tools/chemdb_ontology?abbrev=WE 17:2,311.22295
/resources/tools/chemdb_ontology?abbrev=FA 16:2,311.22295
/resources/tools/chemdb_ontology?abbrev=SFE 16:2,311.22295
/resources/tools/chemdb_ontology?abbrev=WE 16:2,311.22295
/resources/tools/chemdb_ontology?abbrev=FAHFA 34:0;O,537.48902
/resources/tools/chemdb_ontology?abbrev=WE 33:1,537.48902
/resources/tools/chemdb_ontology?abbrev=FA 32:1,537.48902
/resources/tools/chemdb_ontology?abbrev=WE 32:1,537.48902
/resources/tools/chemdb_ontology?abbrev=FA 22:6;O2,359.22313
/resources/tools/chemdb_ontology?abbrev=ST 21:3;O2,359.22313
/resources/tools/chemdb_ontology?abbrev=FA 20:6,359.22313
/resources/tools/chemdb_ontology?abbrev=ST 20:3;O2,359.22313
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,333.22052
/resources/tools/chemdb_ontology?abbrev=PI 39:5,448.27110
/resources/tools/chemdb_ontology?abbrev=SPB 18:1;O3,314.27023
/resources/tools/chemdb_ontology?abbrev=SPB 19:3;O2,354.26511
/resources/tools/chemdb_ontology?abbrev=SPB 18:3;O2,354.26511
/resources/tools/chemdb_ontology?abbrev=ST 24:1;O3;S,501.25258
/resources/tools/chemdb_ontology?abbrev=FA 22:3,333.28007
/resources/tools/chemdb_ontology?abbrev=SFE 22:3,333.28007
/resources/tools/chemdb_ontology?abbrev=WE 22:3,333.28007
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,329.18938
/resources/tools/chemdb_ontology?abbrev=ST 24:1;O4,391.28555
/resources/tools/chemdb_ontology?abbrev=FA 23:4,391.28555
/resources/tools/chemdb_ontology?abbrev=ST 23:1;O2,391.28555
/resources/tools/chemdb_ontology?abbrev=FA 22:4,391.28555
/resources/tools/chemdb_ontology?abbrev=SFE 22:4,391.28555
/resources/tools/chemdb_ontology?abbrev=WE 36:3,589.52034
/resources/tools/chemdb_ontology?abbrev=FA 22:5;O,345.24396
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O,345.24396
/resources/tools/chemdb_ontology?abbrev=ST 20:2;O,345.24396
/resources/tools/chemdb_ontology?abbrev=FA 21:1;O,339.29047
/resources/tools/chemdb_ontology?abbrev=TG 39:0,339.29047
/resources/tools/chemdb_ontology?abbrev=FAHFA 38:3;O,587.50459
/resources/tools/chemdb_ontology?abbrev=FA 36:4,587.50459
/resources/tools/chemdb_ontology?abbrev=WE 36:4,587.50459
/resources/tools/chemdb_ontology?abbrev=SPBP 19:1;O2,428.23414
/resources/tools/chemdb_ontology?abbrev=FA 18:2;O,295.22772
/resources/tools/chemdb_ontology?abbrev=FA 18:5;O,287.16497
/resources/tools/chemdb_ontology?abbrev=FA 18:6;O,287.16497
/resources/tools/chemdb_ontology?abbrev=ST 18:3;O3,287.16497
/resources/tools/chemdb_ontology?abbrev=FA 17:6;O,287.16497
/resources/tools/chemdb_ontology?abbrev=FA 19:4,289.21736
/resources/tools/chemdb_ontology?abbrev=ST 19:1;O2,289.21736
/resources/tools/chemdb_ontology?abbrev=TG 54:10,289.21736
/resources/tools/chemdb_ontology?abbrev=FA 28:2;O2,511.40037
/resources/tools/chemdb_ontology?abbrev=FA 13:0;O,229.18060
/resources/tools/chemdb_ontology?abbrev=FA 20:4,303.23316
/resources/tools/chemdb_ontology?abbrev=ST 20:1;O2,303.23316
/resources/tools/chemdb_ontology?abbrev=FA 21:5;O2,347.22268
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O4,347.22268
/resources/tools/chemdb_ontology?abbrev=FA 20:5,347.22268
/resources/tools/chemdb_ontology?abbrev=ST 20:2;O2,347.22268
/resources/tools/chemdb_ontology?abbrev=FA 19:5,347.22268
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O2,347.22268
/resources/tools/chemdb_ontology?abbrev=FA 13:0,213.18556
/resources/tools/chemdb_ontology?abbrev=SFE 13:0,213.18556
/resources/tools/chemdb_ontology?abbrev=WE 13:0,213.18556
/resources/tools/chemdb_ontology?abbrev=CAR 22:2,478.39035
/resources/tools/chemdb_ontology?abbrev=LPG O-16:0,515.29909
/resources/tools/chemdb_ontology?abbrev=FA 14:2,223.16995
/resources/tools/chemdb_ontology?abbrev=SFE 14:2,223.16995
/resources/tools/chemdb_ontology?abbrev=WE 14:2,223.16995
/resources/tools/chemdb_ontology?abbrev=FA 18:2;O,331.20500
/resources/tools/chemdb_ontology?abbrev=MG 22:6,437.24681
/resources/tools/chemdb_ontology?abbrev=ST 26:3;O3,437.24681
/resources/tools/chemdb_ontology?abbrev=SFE 18:0,283.26431
/resources/tools/chemdb_ontology?abbrev=WE 18:0,283.26431
/resources/tools/chemdb_ontology?abbrev=FA 18:0,283.26431
/resources/tools/chemdb_ontology?abbrev=SFE 18:0,283.26431
/resources/tools/chemdb_ontology?abbrev=WE 18:0,283.26431
/resources/tools/chemdb_ontology?abbrev=FA 17:3,263.20174
/resources/tools/chemdb_ontology?abbrev=SFE 17:3,263.20174
/resources/tools/chemdb_ontology?abbrev=FA 34:6;O2,263.20174
/resources/tools/chemdb_ontology?abbrev=TG 48:7,263.20174
/resources/tools/chemdb_ontology?abbrev=FA 20:6;O,315.19683
/resources/tools/chemdb_ontology?abbrev=ST 20:3;O3,315.19683
/resources/tools/chemdb_ontology?abbrev=FA 22:6,327.23309
/resources/tools/chemdb_ontology?abbrev=FA 20:4,303.23301
/resources/tools/chemdb_ontology?abbrev=ST 20:1;O2,303.23301
/resources/tools/chemdb_ontology?abbrev=TG 57:10,303.23301
/resources/tools/chemdb_ontology?abbrev=FA 18:2,279.23291
/resources/tools/chemdb_ontology?abbrev=SFE 18:2,279.23291
/resources/tools/chemdb_ontology?abbrev=WE 18:2,279.23291
/resources/tools/chemdb_ontology?abbrev=FAHFA 36:3;O,279.23291
/resources/tools/chemdb_ontology?abbrev=TG 51:4,279.23291
/resources/tools/chemdb_ontology?abbrev=FA 18:3,277.21729
/resources/tools/chemdb_ontology?abbrev=SFE 18:3,277.21729
/resources/tools/chemdb_ontology?abbrev=ST 18:0;O2,277.21729
/resources/tools/chemdb_ontology?abbrev=TG 51:7,277.21729
/resources/tools/chemdb_ontology?abbrev=FA 18:3,277.21728
/resources/tools/chemdb_ontology?abbrev=SFE 18:3,277.21728
/resources/tools/chemdb_ontology?abbrev=ST 18:0;O2,277.21728
/resources/tools/chemdb_ontology?abbrev=TG 51:7,277.21728
/resources/tools/chemdb_ontology?abbrev=FA 20:5,301.21735
/resources/tools/chemdb_ontology?abbrev=ST 20:2;O2,301.21735
/resources/tools/chemdb_ontology?abbrev=FA 22:5,329.24876
/resources/tools/chemdb_ontology?abbrev=SFE 22:5,329.24876
/resources/tools/chemdb_ontology?abbrev=FA 16:1,253.21720
/resources/tools/chemdb_ontology?abbrev=SFE 16:1,253.21720
/resources/tools/chemdb_ontology?abbrev=WE 16:1,253.21720
/resources/tools/chemdb_ontology?abbrev=FAHFA 32:1;O,253.21720
/resources/tools/chemdb_ontology?abbrev=TG 45:1,253.21720
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,333.22033
/resources/tools/chemdb_ontology?abbrev=FA 18:1,281.24859
/resources/tools/chemdb_ontology?abbrev=SFE 18:1,281.24859
/resources/tools/chemdb_ontology?abbrev=FAHFA 36:1;O,281.24859
/resources/tools/chemdb_ontology?abbrev=TG 51:1,281.24859
/resources/tools/chemdb_ontology?abbrev=FA 12:5;O2,221.08147
/resources/tools/chemdb_ontology?abbrev=SFE 11:5,221.08147
/resources/tools/chemdb_ontology?abbrev=FA 10:5,221.08147
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,297.24353
/resources/tools/chemdb_ontology?abbrev=FA 20:3,305.24871
/resources/tools/chemdb_ontology?abbrev=SFE 20:3,305.24871
/resources/tools/chemdb_ontology?abbrev=WE 20:3,305.24871
/resources/tools/chemdb_ontology?abbrev=ST 19:0,305.24871
/resources/tools/chemdb_ontology?abbrev=TG 57:7,305.24871
/resources/tools/chemdb_ontology?abbrev=ST 25:1;O5,467.30126
/resources/tools/chemdb_ontology?abbrev=ST 24:1;O5,467.30126
/resources/tools/chemdb_ontology?abbrev=FA 14:0,227.20127
/resources/tools/chemdb_ontology?abbrev=SFE 14:0,227.20127
/resources/tools/chemdb_ontology?abbrev=WE 14:0,227.20127
/resources/tools/chemdb_ontology?abbrev=FA 16:2,251.20152
/resources/tools/chemdb_ontology?abbrev=SFE 16:2,251.20152
/resources/tools/chemdb_ontology?abbrev=WE 16:2,251.20152
/resources/tools/chemdb_ontology?abbrev=FAHFA 32:3;O,251.20152
/resources/tools/chemdb_ontology?abbrev=TG 45:4,251.20152
/resources/tools/chemdb_ontology?abbrev=FA 18:0;O,299.25919
/resources/tools/chemdb_ontology?abbrev=FA 22:5,329.24874
/resources/tools/chemdb_ontology?abbrev=SFE 22:5,329.24874
/resources/tools/chemdb_ontology?abbrev=TG 63:13,329.24874
/resources/tools/chemdb_ontology?abbrev=FA 16:0,255.23287
/resources/tools/chemdb_ontology?abbrev=SFE 16:0,255.23287
/resources/tools/chemdb_ontology?abbrev=WE 16:0,255.23287
/resources/tools/chemdb_ontology?abbrev=FA 20:3;O2,373.21512
/resources/tools/chemdb_ontology?abbrev=ST 24:4;O4,421.21529
/resources/tools/chemdb_ontology?abbrev=ST 24:2;O5,405.26471
/resources/tools/chemdb_ontology?abbrev=FA 23:5;O,405.26471
/resources/tools/chemdb_ontology?abbrev=FA 22:5;O,405.26471
/resources/tools/chemdb_ontology?abbrev=FA 22:4,331.26440
/resources/tools/chemdb_ontology?abbrev=SFE 22:4,331.26440
/resources/tools/chemdb_ontology?abbrev=FA 18:0;O,299.25917
/resources/tools/chemdb_ontology?abbrev=FA 22:6;O,379.20465
/resources/tools/chemdb_ontology?abbrev=ST 22:3;O3,379.20465
/resources/tools/chemdb_ontology?abbrev=FA 20:3;O,321.24364
/resources/tools/chemdb_ontology?abbrev=ST 19:0;O,321.24364
/resources/tools/chemdb_ontology?abbrev=FA 22:5;O,345.24360
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O,345.24360
/resources/tools/chemdb_ontology?abbrev=ST 20:2;O,345.24360
/resources/tools/chemdb_ontology?abbrev=FA 18:2;O,295.22792
/resources/tools/chemdb_ontology?abbrev=FA 18:2;O,295.22781
/resources/tools/chemdb_ontology?abbrev=FA 16:0;O,271.22797
/resources/tools/chemdb_ontology?abbrev=FA 18:4,275.20164
/resources/tools/chemdb_ontology?abbrev=ST 18:1;O2,275.20164
/resources/tools/chemdb_ontology?abbrev=FA 20:4;O,355.20461
/resources/tools/chemdb_ontology?abbrev=FA 18:2;O,331.20474
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,297.24348
/resources/tools/chemdb_ontology?abbrev=FA 22:5;O2,397.21502
/resources/tools/chemdb_ontology?abbrev=FA 22:6;O,379.20463
/resources/tools/chemdb_ontology?abbrev=ST 22:3;O3,379.20463
/resources/tools/chemdb_ontology?abbrev=FA 20:4,303.23295
/resources/tools/chemdb_ontology?abbrev=ST 20:1;O2,303.23295
/resources/tools/chemdb_ontology?abbrev=TG 57:10,303.23295
/resources/tools/chemdb_ontology?abbrev=FA 20:2;O2,375.23070
/resources/tools/chemdb_ontology?abbrev=FOH 20:2;O3,375.23070
/resources/tools/chemdb_ontology?abbrev=FA 20:3;O2,373.21520
/resources/tools/chemdb_ontology?abbrev=FA 16:0;O,271.22808
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,293.21240
/resources/tools/chemdb_ontology?abbrev=SPB 19:3;O2,354.26504
/resources/tools/chemdb_ontology?abbrev=SPB 18:3;O2,354.26504
/resources/tools/chemdb_ontology?abbrev=Cer 20:1;O2,340.28574
/resources/tools/chemdb_ontology?abbrev=FA 22:5;O,345.24366
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O,345.24366
/resources/tools/chemdb_ontology?abbrev=ST 20:2;O,345.24366
/resources/tools/chemdb_ontology?abbrev=FA 20:3;O,321.24363
/resources/tools/chemdb_ontology?abbrev=ST 19:0;O,321.24363
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,333.22030
/resources/tools/chemdb_ontology?abbrev=FA 18:2;O,295.22784
/resources/tools/chemdb_ontology?abbrev=FA 22:7,325.21734
/resources/tools/chemdb_ontology?abbrev=FA 16:3,249.18583
/resources/tools/chemdb_ontology?abbrev=SFE 16:3,249.18583
/resources/tools/chemdb_ontology?abbrev=WE 16:3,249.18583
/resources/tools/chemdb_ontology?abbrev=FA 32:6;O2,249.18583
/resources/tools/chemdb_ontology?abbrev=FA 24:6,355.26441
/resources/tools/chemdb_ontology?abbrev=ST 24:3;O2,355.26441
/resources/tools/chemdb_ontology?abbrev=FA 22:6;O,343.22791
/resources/tools/chemdb_ontology?abbrev=ST 22:3;O3,343.22791
/resources/tools/chemdb_ontology?abbrev=ST 20:3;O,343.22791
/resources/tools/chemdb_ontology?abbrev=FA 20:4;O,355.20487
/resources/tools/chemdb_ontology?abbrev=FA 14:2,223.16987
/resources/tools/chemdb_ontology?abbrev=SFE 14:2,223.16987
/resources/tools/chemdb_ontology?abbrev=WE 14:2,223.16987
/resources/tools/chemdb_ontology?abbrev=FA 16:0;O,271.22800
/resources/tools/chemdb_ontology?abbrev=FA 18:2;O2,347.19951
/resources/tools/chemdb_ontology?abbrev=FA 18:2;O,331.20469
/resources/tools/chemdb_ontology?abbrev=Cer 20:1;O2,340.28571
/resources/tools/chemdb_ontology?abbrev=FA 14:1,225.18559
/resources/tools/chemdb_ontology?abbrev=SFE 14:1,225.18559
/resources/tools/chemdb_ontology?abbrev=WE 14:1,225.18559
/resources/tools/chemdb_ontology?abbrev=FA 20:2;O,323.25928
/resources/tools/chemdb_ontology?abbrev=NAE 20:4;O,362.27025
/resources/tools/chemdb_ontology?abbrev=FA 14:1,225.18552
/resources/tools/chemdb_ontology?abbrev=SFE 14:1,225.18552
/resources/tools/chemdb_ontology?abbrev=WE 14:1,225.18552
/resources/tools/chemdb_ontology?abbrev=FA 18:2;O,295.22787
/resources/tools/chemdb_ontology?abbrev=FA 22:6;O,343.22780
/resources/tools/chemdb_ontology?abbrev=ST 22:3;O3,343.22780
/resources/tools/chemdb_ontology?abbrev=ST 20:3;O,343.22780
/resources/tools/chemdb_ontology?abbrev=FA 21:1;O2,391.26232
/resources/tools/chemdb_ontology?abbrev=MG 18:1,391.26232
/resources/tools/chemdb_ontology?abbrev=WE 21:1;O2,391.26232
/resources/tools/chemdb_ontology?abbrev=FA 20:3,305.24872
/resources/tools/chemdb_ontology?abbrev=SFE 20:3,305.24872
/resources/tools/chemdb_ontology?abbrev=WE 20:3,305.24872
/resources/tools/chemdb_ontology?abbrev=ST 19:0,305.24872
/resources/tools/chemdb_ontology?abbrev=TG 57:7,305.24872
/resources/tools/chemdb_ontology?abbrev=FA 20:4;O,319.22786
/resources/tools/chemdb_ontology?abbrev=ST 19:1;O,319.22786
/resources/tools/chemdb_ontology?abbrev=FA 20:2,307.26436
/resources/tools/chemdb_ontology?abbrev=SFE 20:2,307.26436
/resources/tools/chemdb_ontology?abbrev=WE 20:2,307.26436
/resources/tools/chemdb_ontology?abbrev=TG 57:4,307.26436
/resources/tools/chemdb_ontology?abbrev=FA 24:5,357.27999
/resources/tools/chemdb_ontology?abbrev=ST 24:2;O2,357.27999
/resources/tools/chemdb_ontology?abbrev=FA 16:2,251.20155
/resources/tools/chemdb_ontology?abbrev=SFE 16:2,251.20155
/resources/tools/chemdb_ontology?abbrev=WE 16:2,251.20155
/resources/tools/chemdb_ontology?abbrev=FAHFA 32:3;O,251.20155
/resources/tools/chemdb_ontology?abbrev=TG 45:4,251.20155
/resources/tools/chemdb_ontology?abbrev=FA 18:2,279.23299
/resources/tools/chemdb_ontology?abbrev=SFE 18:2,279.23299
/resources/tools/chemdb_ontology?abbrev=WE 18:2,279.23299
/resources/tools/chemdb_ontology?abbrev=FAHFA 36:3;O,279.23299
/resources/tools/chemdb_ontology?abbrev=TG 51:4,279.23299
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,297.24360
/resources/tools/chemdb_ontology?abbrev=FA 18:3;O,293.21234
/resources/tools/chemdb_ontology?abbrev=FA 22:7,325.21727
/resources/tools/chemdb_ontology?abbrev=ST 24:1;O5,407.28040
/resources/tools/chemdb_ontology?abbrev=MG O-20:5,407.28040
/resources/tools/chemdb_ontology?abbrev=ST 23:1;O3,407.28040
/resources/tools/chemdb_ontology?abbrev=FA 22:4;O,407.28040
/resources/tools/chemdb_ontology?abbrev=ST 22:1;O3,407.28040
/resources/tools/chemdb_ontology?abbrev=LPC O-14:1,496.30470
/resources/tools/chemdb_ontology?abbrev=LPE O-16:1,496.30470
/resources/tools/chemdb_ontology?abbrev=FA 24:5,357.28005
/resources/tools/chemdb_ontology?abbrev=ST 24:2;O2,357.28005
/resources/tools/chemdb_ontology?abbrev=FA 20:4;O,319.22787
/resources/tools/chemdb_ontology?abbrev=ST 19:1;O,319.22787
/resources/tools/chemdb_ontology?abbrev=FA 13:1;O2,243.16000
/resources/tools/chemdb_ontology?abbrev=FA 12:1,243.16000
/resources/tools/chemdb_ontology?abbrev=SFE 12:1,243.16000
/resources/tools/chemdb_ontology?abbrev=WE 12:1,243.16000
/resources/tools/chemdb_ontology?abbrev=FA 11:1,243.16000
/resources/tools/chemdb_ontology?abbrev=SFE 11:1,243.16000
/resources/tools/chemdb_ontology?abbrev=WE 11:1,243.16000
/resources/tools/chemdb_ontology?abbrev=FA 22:6;O,343.22783
/resources/tools/chemdb_ontology?abbrev=ST 22:3;O3,343.22783
/resources/tools/chemdb_ontology?abbrev=ST 20:3;O,343.22783
/resources/tools/chemdb_ontology?abbrev=FA 20:5;O,317.21226
/resources/tools/chemdb_ontology?abbrev=ST 19:2;O,317.21226
/resources/tools/chemdb_ontology?abbrev=FA 18:2;O,295.22801
/resources/tools/chemdb_ontology?abbrev=FA 18:2,315.20968
/resources/tools/chemdb_ontology?abbrev=SFE 18:2,315.20968
/resources/tools/chemdb_ontology?abbrev=WE 18:2,315.20968
/resources/tools/chemdb_ontology?abbrev=FA 20:4;O,319.22782
/resources/tools/chemdb_ontology?abbrev=ST 19:1;O,319.22782
/resources/tools/chemdb_ontology?abbrev=FA 18:2;O,331.20460
/resources/tools/chemdb_ontology?abbrev=FA 18:1;O,297.24352
/resources/tools/chemdb_ontology?abbrev=FA 22:5;O,345.24370
/resources/tools/chemdb_ontology?abbrev=ST 21:2;O,345.24370
/resources/tools/chemdb_ontology?abbrev=ST 20:2;O,345.24370
