Input Mass	Matched Mass	Delta	Name	Formula	Ion	LMSD Examples
303.23301	303.2177	.0153	FA 16:0;O3	C16H32O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:0;O3
303.23301	303.2541	.0211	MG O-14:0;O	C17H36O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=MG O-14:0;O
303.23301	303.2693	.0363	ST 21:0;O	C21H36O	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 21:0;O
303.23301	303.1966	.0364	ST 19:2;O3	C19H28O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3
303.23301	303.2096	.0234	FA 17:1	C17H32O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 17:1
303.23301	303.2096	.0234	SFE 17:1	C17H32O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=SFE 17:1
303.23301	303.2177	.0153	FA 15:0;O	C15H30O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 15:0;O
303.23301	303.2177	.0153	FA 14:0;O	C14H28O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 14:0;O
303.23301	303.2148	.0182	DG 36:8	C39H60O5	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=DG 36:8
303.23301	303.2329	.0001	TG 57:10	C60H96O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 57:10
338.27026	338.2827	.0124	TG 39:1	C42H78O6	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=TG 39:1
279.23291	279.2330	.0001	FA 18:2	C18H32O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:2
279.23291	279.2330	.0001	SFE 18:2	C18H32O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 18:2
279.23291	279.2330	.0001	WE 18:2	C18H32O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=WE 18:2
279.23291	279.1966	.0363	FA 17:3;O	C17H28O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 17:3;O
279.23291	279.2330	.0001	FAHFA 36:3;O	C36H64O4	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=FAHFA 36:3;O
279.23291	279.2148	.0181	DG 32:4	C35H60O5	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=DG 32:4
279.23291	279.2329	.0000	TG 51:4	C54H96O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 51:4
279.23291	279.2288	.0041	SM 44:2;O2	C49H97N2O6P	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=SM 44:2;O2
277.21729	277.2173	.0000	FA 18:3	C18H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:3
277.21729	277.2173	.0000	SFE 18:3	C18H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 18:3
277.21729	277.2173	.0000	ST 18:0;O2	C18H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 18:0;O2
277.21729	277.1809	.0364	FA 17:4;O	C17H26O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 17:4;O
277.21729	277.1940	.0233	FA 15:0	C15H30O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 15:0
277.21729	277.1940	.0233	SFE 15:0	C15H30O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=SFE 15:0
277.21729	277.1940	.0233	WE 15:0	C15H30O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=WE 15:0
277.21729	277.2173	.0000	TG 51:7	C54H90O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 51:7
277.21729	277.2165	.0008	PG O-41:0	C47H95O9P	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=PG O-41:0
277.21729	277.2044	.0129	PG 40:0	C46H91O10P	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=PG 40:0
277.21728	277.2173	.0000	FA 18:3	C18H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:3
277.21728	277.2173	.0000	SFE 18:3	C18H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 18:3
277.21728	277.2173	.0000	ST 18:0;O2	C18H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 18:0;O2
277.21728	277.1809	.0364	FA 17:4;O	C17H26O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 17:4;O
277.21728	277.1940	.0233	FA 15:0	C15H30O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 15:0
277.21728	277.1940	.0233	SFE 15:0	C15H30O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=SFE 15:0
277.21728	277.1940	.0233	WE 15:0	C15H30O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=WE 15:0
277.21728	277.2173	.0000	TG 51:7	C54H90O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 51:7
277.21728	277.2165	.0008	PG O-41:0	C47H95O9P	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=PG O-41:0
277.21728	277.2044	.0129	PG 40:0	C46H91O10P	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=PG 40:0
301.21735	301.2173	.0000	FA 20:5	C20H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:5
301.21735	301.2173	.0000	ST 20:2;O2	C20H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 20:2;O2
301.21735	301.2021	.0153	FA 16:1;O3	C16H30O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:1;O3
301.21735	301.2384	.0211	FA 17:0;O2	C17H34O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 17:0;O2
301.21735	301.2384	.0211	MG O-14:1;O	C17H34O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=MG O-14:1;O
301.21735	301.2537	.0363	ST 21:1;O	C21H34O	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 21:1;O
301.21735	301.1809	.0364	ST 19:3;O3	C19H26O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 19:3;O3
301.21735	301.1940	.0234	FA 17:2	C17H30O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 17:2
301.21735	301.1940	.0234	SFE 17:2	C17H30O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=SFE 17:2
301.21735	301.1940	.0234	WE 17:2	C17H30O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=WE 17:2
301.21735	301.2021	.0153	FA 15:1;O	C15H28O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 15:1;O
301.21735	301.2384	.0211	FA 16:0	C16H32O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 16:0
301.21735	301.2384	.0211	SFE 16:0	C16H32O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 16:0
301.21735	301.2384	.0211	WE 16:0	C16H32O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 16:0
301.21735	301.2021	.0153	FA 14:1;O	C14H26O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 14:1;O
301.21735	301.2384	.0211	FA 15:0	C15H30O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 15:0
301.21735	301.2384	.0211	SFE 15:0	C15H30O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 15:0
301.21735	301.2384	.0211	WE 15:0	C15H30O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 15:0
301.21735	301.1809	.0364	FA 17:6;O	C17H22O	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 17:6;O
301.21735	301.2161	.0012	PA O-30:1	C33H65O7P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA O-30:1
301.21735	301.2217	.0044	CerPE 30:1;O2	C32H65N2O6P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=CerPE 30:1;O2
301.21735	301.1979	.0194	PA 29:1	C32H61O8P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA 29:1
301.21735	301.2114	.0059	PI O-40:1	C49H95O12P	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=PI O-40:1
338.27031	338.2827	.0123	TG 39:1	C42H78O6	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=TG 39:1
329.24876	329.2486	.0002	FA 22:5	C22H34O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 22:5
329.24876	329.2486	.0002	SFE 22:5	C22H34O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 22:5
329.24876	329.2334	.0154	FA 18:1;O3	C18H34O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:1;O3
329.24876	329.2697	.0210	MG 16:0	C19H38O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=MG 16:0
329.24876	329.2697	.0210	MG O-16:1;O	C19H38O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=MG O-16:1;O
329.24876	329.2122	.0365	ST 21:3;O3	C21H30O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 21:3;O3
329.24876	329.2253	.0235	FA 19:2	C19H34O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 19:2
329.24876	329.2253	.0235	WE 19:2	C19H34O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=WE 19:2
329.24876	329.2334	.0154	FA 17:1;O	C17H32O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 17:1;O
329.24876	329.2334	.0154	FOH 17:2;O2	C17H32O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FOH 17:2;O2
329.24876	329.2697	.0210	FA 18:0	C18H36O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 18:0
329.24876	329.2697	.0210	SFE 18:0	C18H36O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 18:0
329.24876	329.2697	.0210	WE 18:0	C18H36O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 18:0
329.24876	329.2122	.0365	ST 20:3;O	C20H28O	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 20:3;O
329.24876	329.2334	.0154	FA 16:1;O	C16H30O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 16:1;O
329.24876	329.2697	.0210	FA 17:0	C17H34O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 17:0
329.24876	329.2697	.0210	SFE 17:0	C17H34O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 17:0
329.24876	329.2697	.0210	WE 17:0	C17H34O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 17:0
329.24876	329.2474	.0013	PA O-34:1	C37H73O7P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA O-34:1
329.24876	329.2530	.0043	CerPE 34:1;O2	C36H73N2O6P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=CerPE 34:1;O2
329.24876	329.2349	.0139	CerPE 33:2;O3	C35H69N2O7P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=CerPE 33:2;O3
329.24876	329.2304	.0183	DG 40:10	C43H64O5	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=DG 40:10
329.24876	329.2292	.0195	PA 33:1	C36H69O8P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA 33:1
329.24876	329.2486	.0002	TG 63:13	C66H102O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 63:13
253.21720	253.2173	.0001	FA 16:1	C16H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:1
253.21720	253.2173	.0001	SFE 16:1	C16H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 16:1
253.21720	253.2173	.0001	WE 16:1	C16H30O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=WE 16:1
253.21720	253.1809	.0363	SFE 15:2;O	C15H26O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 15:2;O
253.21720	253.2173	.0001	FAHFA 32:1;O	C32H60O4	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=FAHFA 32:1;O
253.21720	253.1991	.0181	DG 28:2	C31H56O5	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=DG 28:2
253.21720	253.2355	.0183	FA 33:1;O	C33H64O3	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=FA 33:1;O
253.21720	253.2173	.0001	TG 45:1	C48H90O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 45:1
333.22033	333.2071	.0132	FA 20:5;O2	C20H30O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:5;O2
333.22033	333.2435	.0232	FA 21:4;O	C21H34O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 21:4;O
333.22033	333.2435	.0232	ST 21:1;O3	C21H34O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 21:1;O3
333.22033	333.2202	.0001	FA 18:1;O	C18H34O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:1;O
333.22033	333.2566	.0363	FA 19:0	C19H38O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 19:0
333.22033	333.2566	.0363	SFE 19:0	C19H38O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=SFE 19:0
333.22033	333.2566	.0363	WE 19:0	C19H38O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=WE 19:0
333.22033	333.1838	.0365	FA 17:2;O2	C17H30O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 17:2;O2
333.22033	333.2283	.0079	FA 16:0;O2	C16H32O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 16:0;O2
333.22033	333.2071	.0132	FA 19:5	C19H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 19:5
333.22033	333.2071	.0132	ST 19:2;O2	C19H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:2;O2
333.22033	333.1708	.0496	FA 18:5;O	C18H24O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 18:5;O
333.22033	333.1708	.0496	FA 18:6;O	C18H24O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 18:6;O
333.22033	333.1708	.0496	ST 18:3;O3	C18H24O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 18:3;O3
333.22033	333.2283	.0079	FA 15:0;O2	C15H30O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 15:0;O2
333.22033	333.2071	.0132	FA 18:5	C18H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 18:5
333.22033	333.2071	.0132	SFE 18:5	C18H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 18:5
333.22033	333.2071	.0132	ST 18:2;O2	C18H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 18:2;O2
333.22033	333.2071	.0132	WE 18:5	C18H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 18:5
333.22033	333.2435	.0232	ST 19:1;O	C19H30O	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 19:1;O
333.22033	333.1919	.0284	FA 14:1;O3	C14H26O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 14:1;O3
333.22033	333.2136	.0067	PA 34:4	C37H65O8P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA 34:4
281.24859	281.2486	.0000	FA 18:1	C18H34O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:1
281.24859	281.2486	.0000	SFE 18:1	C18H34O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 18:1
281.24859	281.2122	.0364	FA 17:2;O	C17H30O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 17:2;O
281.24859	281.2486	.0000	FAHFA 36:1;O	C36H68O4	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=FAHFA 36:1;O
281.24859	281.2304	.0182	DG 32:2	C35H64O5	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=DG 32:2
281.24859	281.2486	.0000	TG 51:1	C54H102O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 51:1
221.08147	221.0819	.0005	FA 12:5;O2	C12H14O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 12:5;O2
221.08147	221.0950	.0135	FA 10:1;O	C10H18O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 10:1;O
221.08147	221.0950	.0135	SFE 10:1;O	C10H18O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=SFE 10:1;O
221.08147	221.1314	.0499	FA 11:0	C11H22O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 11:0
221.08147	221.1314	.0499	SFE 11:0	C11H22O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=SFE 11:0
221.08147	221.1314	.0499	WE 11:0	C11H22O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=WE 11:0
221.08147	221.0819	.0005	SFE 11:5	C11H12O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 11:5
221.08147	221.0667	.0148	FA 7:1;O3	C7H12O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 7:1;O3
221.08147	221.1031	.0216	FA 8:0;O2	C8H16O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 8:0;O2
221.08147	221.0456	.0359	FA 10:6;O	C10H8O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 10:6;O
221.08147	221.0819	.0005	FA 10:5	C10H10O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 10:5
221.08147	221.0667	.0148	FA 6:1;O3	C6H10O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 6:1;O3
221.08147	221.1001	.0187	FA 25:9;O5	C25H32O7	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=FA 25:9;O5
297.24353	297.2435	.0000	FA 18:1;O	C18H34O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:1;O
297.24353	297.2071	.0364	FA 17:2;O2	C17H30O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 17:2;O2
297.24353	297.2799	.0364	FA 19:0	C19H38O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 19:0
297.24353	297.2799	.0364	SFE 19:0	C19H38O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 19:0
297.24353	297.2799	.0364	WE 19:0	C19H38O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=WE 19:0
297.24353	297.2071	.0364	FA 16:2	C16H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 16:2
297.24353	297.2071	.0364	SFE 16:2	C16H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 16:2
297.24353	297.2071	.0364	WE 16:2	C16H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 16:2
297.24353	297.2071	.0364	FA 15:2	C15H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 15:2
297.24353	297.2071	.0364	SFE 15:2	C15H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 15:2
297.24353	297.2071	.0364	WE 15:2	C15H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 15:2
297.24353	297.2253	.0182	FOH 35:4;O6	C35H64O7	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=FOH 35:4;O6
297.24353	297.2617	.0182	DG 34:0	C37H72O5	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=DG 34:0
297.24353	297.2486	.0051	TG 55:5	C58H102O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 55:5
374.24677	374.2548	.0080	CAR 11:0	C18H35NO4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=CAR 11:0
374.24677	374.2184	.0283	CAR 10:1;O	C17H31NO5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=CAR 10:1;O
374.24677	374.2548	.0080	CAR 10:0	C17H33NO4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=CAR 10:0
374.24677	374.2912	.0444	SPB 18:1;O3	C18H37NO3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SPB 18:1;O3
374.24677	374.2527	.0059	PA 40:5	C43H75O8P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA 40:5
374.24677	374.2633	.0165	PG 34:0	C40H79O10P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PG 34:0
305.24871	305.2486	.0001	FA 20:3	C20H34O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:3
305.24871	305.2486	.0001	SFE 20:3	C20H34O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 20:3
305.24871	305.2486	.0001	WE 20:3	C20H34O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=WE 20:3
305.24871	305.2122	.0365	FA 19:4;O	C19H30O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 19:4;O
305.24871	305.2122	.0365	ST 19:1;O3	C19H30O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 19:1;O3
305.24871	305.2253	.0234	FA 17:0	C17H34O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 17:0
305.24871	305.2253	.0234	SFE 17:0	C17H34O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=SFE 17:0
305.24871	305.2253	.0234	WE 17:0	C17H34O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=WE 17:0
305.24871	305.2486	.0001	ST 19:0	C19H32	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:0
305.24871	305.2304	.0183	DG 36:6	C39H64O5	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=DG 36:6
305.24871	305.2486	.0001	TG 57:7	C60H102O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 57:7
467.30126	467.2779	.0233	LPG O-16:1	C22H45O8P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPG O-16:1
467.30126	467.2651	.0362	FA 25:5;O6	C25H40O8	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 25:5;O6
467.30126	467.2651	.0362	ST 19:0;O2;GlcA	C25H40O8	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 19:0;O2;GlcA
467.30126	467.3378	.0366	ST 27:0;O6	C27H48O6	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 27:0;O6
467.30126	467.2934	.0079	ST 27:2;O4	C27H44O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 27:2;O4
467.30126	467.2934	.0079	ST 28:1;O4	C27H44O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 28:1;O4
467.30126	467.3298	.0285	ST 28:1;O3	C28H48O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 28:1;O3
467.30126	467.3014	.0002	ST 25:1;O5	C25H42O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 25:1;O5
467.30126	467.2803	.0210	ST 28:6;O3	C28H38O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 28:6;O3
467.30126	467.2779	.0233	LPA O-18:1	C21H43O6P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=LPA O-18:1
467.30126	467.2651	.0362	ST 24:2;O6	C24H38O6	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 24:2;O6
467.30126	467.3014	.0002	ST 24:1;O5	C24H40O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 24:1;O5
467.30126	467.3167	.0154	FA 28:8	C28H40O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 28:8
467.30126	467.2651	.0362	FA 23:5;O4	C23H36O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 23:5;O4
467.30126	467.2791	.0221	PI 42:7	C51H85O13P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI 42:7
467.30126	467.3261	.0248	PI 41:0	C50H97O13P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI 41:0
227.20127	227.2017	.0004	FA 14:0	C14H28O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 14:0
227.20127	227.2017	.0004	SFE 14:0	C14H28O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 14:0
227.20127	227.2017	.0004	WE 14:0	C14H28O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=WE 14:0
227.20127	227.1653	.0360	FA 13:1;O	C13H24O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 13:1;O
