Input Mass	Matched Mass	Delta	Name	Formula	Ion	LMSD Examples
420.23116	420.2400	.0088	PI 35:5	C44H75O13P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI 35:5
420.23116	420.2476	.0165	PG 42:10	C48H75O10P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PG 42:10
275.20164	275.2017	.0000	FA 18:4	C18H28O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:4
275.20164	275.2017	.0000	ST 18:1;O2	C18H28O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 18:1;O2
275.20164	275.2380	.0364	ST 19:0;O	C19H32O	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 19:0;O
275.20164	275.1783	.0233	FA 15:1	C15H28O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 15:1
275.20164	275.1783	.0233	SFE 15:1	C15H28O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=SFE 15:1
275.20164	275.1783	.0233	WE 15:1	C15H28O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=WE 15:1
275.20164	275.1864	.0152	FA 13:0;O	C13H26O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 13:0;O
275.20164	275.1864	.0152	FA 12:0;O	C12H24O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 12:0;O
275.20164	275.1887	.0129	PG 40:3	C46H85O10P	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=PG 40:3
355.20461	355.2126	.0080	FA 19:3;O4	C19H32O6	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 19:3;O4
355.20461	355.2279	.0233	ST 23:4;O3	C23H32O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 23:4;O3
355.20461	355.2490	.0444	FA 20:2;O3	C20H36O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:2;O3
355.20461	355.2046	.0001	FA 20:4;O	C20H32O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 20:4;O
355.20461	355.2409	.0363	FA 21:3	C21H36O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 21:3
355.20461	355.2409	.0363	ST 21:0;O2	C21H36O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 21:0;O2
355.20461	355.2409	.0363	WE 21:3	C21H36O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=WE 21:3
355.20461	355.1682	.0364	ST 19:2;O4	C19H28O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 19:2;O4
355.20461	355.2126	.0080	FA 18:3;O2	C18H30O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 18:3;O2
355.20461	355.2279	.0233	ST 22:4;O	C22H30O	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 22:4;O
355.20461	355.1762	.0284	FA 17:4;O3	C17H26O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 17:4;O3
355.20461	355.2490	.0444	FA 19:2;O	C19H34O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 19:2;O
355.20461	355.1915	.0131	FA 20:8	C20H24O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 20:8
355.20461	355.1915	.0131	ST 20:5;O2	C20H24O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 20:5;O2
355.20461	355.1762	.0284	FA 16:4;O3	C16H24O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 16:4;O3
355.20461	355.2490	.0444	FA 18:2;O	C18H32O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 18:2;O
355.20461	355.2009	.0037	PI 25:0	C34H65O13P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI 25:0
355.20461	355.2085	.0039	PG 32:5	C38H65O10P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PG 32:5
331.20474	331.1915	.0133	FA 20:6;O2	C20H28O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:6;O2
331.20474	331.2279	.0231	ST 21:2;O3	C21H32O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 21:2;O3
331.20474	331.1762	.0285	FA 16:2;O5	C16H28O7	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:2;O5
331.20474	331.2490	.0443	FA 18:0;O3	C18H36O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:0;O3
331.20474	331.2046	.0002	FA 18:2;O	C18H32O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:2;O
331.20474	331.2409	.0362	FA 19:1	C19H36O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 19:1
331.20474	331.2409	.0362	SFE 19:1	C19H36O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=SFE 19:1
331.20474	331.2409	.0362	WE 19:1	C19H36O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=WE 19:1
331.20474	331.2126	.0079	FA 16:1;O2	C16H30O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 16:1;O2
331.20474	331.1915	.0133	FA 19:6	C19H26O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 19:6
331.20474	331.1915	.0133	ST 19:3;O2	C19H26O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 19:3;O2
331.20474	331.1915	.0133	WE 19:6	C19H26O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 19:6
331.20474	331.2279	.0231	ST 20:2;O	C20H30O	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 20:2;O
331.20474	331.2490	.0443	FA 17:0;O	C17H34O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 17:0;O
331.20474	331.1551	.0496	FA 18:7;O	C18H22O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 18:7;O
331.20474	331.1551	.0496	ST 18:4;O3	C18H22O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 18:4;O3
331.20474	331.2126	.0079	FA 15:1;O2	C15H28O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 15:1;O2
331.20474	331.1915	.0133	FA 18:6	C18H24O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 18:6
331.20474	331.1915	.0133	ST 18:3;O2	C18H24O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 18:3;O2
331.20474	331.2279	.0231	ST 19:2;O	C19H28O	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 19:2;O
331.20474	331.2490	.0443	FA 16:0;O	C16H32O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 16:0;O
331.20474	331.2085	.0038	PG 28:1	C34H65O10P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PG 28:1
331.20474	331.1979	.0068	PA 34:6	C37H61O8P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA 34:6
331.20474	331.1903	.0144	PG 27:2;O	C33H61O11P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PG 27:2;O
331.20474	331.2267	.0220	PG O-29:1	C35H69O9P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PG O-29:1
297.24348	297.2435	.0000	FA 18:1;O	C18H34O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:1;O
297.24348	297.2071	.0363	FA 17:2;O2	C17H30O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 17:2;O2
297.24348	297.2799	.0364	FA 19:0	C19H38O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 19:0
297.24348	297.2799	.0364	SFE 19:0	C19H38O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SFE 19:0
297.24348	297.2799	.0364	WE 19:0	C19H38O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=WE 19:0
297.24348	297.2071	.0363	FA 16:2	C16H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 16:2
297.24348	297.2071	.0363	SFE 16:2	C16H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 16:2
297.24348	297.2071	.0363	WE 16:2	C16H28O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 16:2
297.24348	297.2071	.0363	FA 15:2	C15H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 15:2
297.24348	297.2071	.0363	SFE 15:2	C15H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 15:2
297.24348	297.2071	.0363	WE 15:2	C15H26O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 15:2
297.24348	297.2253	.0181	FOH 35:4;O6	C35H64O7	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=FOH 35:4;O6
297.24348	297.2617	.0182	DG 34:0	C37H72O5	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=DG 34:0
297.24348	297.2486	.0051	TG 55:5	C58H102O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 55:5
396.23079	396.2157	.0151	LPC 9:0	C17H36NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPC 9:0
396.23079	396.2157	.0151	LPE 12:0	C17H36NO7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPE 12:0
396.23079	396.2521	.0213	SPBP 18:0;O3	C18H40NO6P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SPBP 18:0;O3
396.23079	396.2157	.0151	SPBP 16:1;O2	C16H34NO5P	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SPBP 16:1;O2
396.23079	396.2157	.0151	PC O-10:0	C18H38NO7P	[M-CH3]-	/resources/tools/chemdb_ontology?abbrev=PC O-10:0
396.23079	396.2400	.0092	PI 31:1	C40H75O13P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI 31:1
396.23079	396.2476	.0168	PG 38:6	C44H75O10P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PG 38:6
396.23079	396.2534	.0226	SQDG 32:0	C41H78O12S	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=SQDG 32:0
397.21502	397.2021	.0130	ST 24:6;O5	C24H30O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 24:6;O5
397.21502	397.2151	.0001	FA 22:5;O2	C22H34O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 22:5;O2
397.21502	397.1787	.0363	ST 21:3;O5	C21H30O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 21:3;O5
397.21502	397.2515	.0365	MG O-20:5	C23H38O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=MG O-20:5
397.21502	397.2515	.0365	ST 23:1;O3	C23H38O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 23:1;O3
397.21502	397.2232	.0082	FA 20:4;O3	C20H32O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 20:4;O3
397.21502	397.2596	.0446	FA 21:3;O2	C21H36O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 21:3;O2
397.21502	397.2232	.0082	ST 19:1;O5	C19H30O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 19:1;O5
397.21502	397.1868	.0282	FA 18:5;O4	C18H26O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 18:5;O4
397.21502	397.2596	.0446	FA 20:3;O2	C20H34O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 20:3;O2
397.21502	397.1932	.0218	PI 28:3;O3	C37H65O16P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI 28:3;O3
379.20463	379.1891	.0155	LPA 14:1	C17H33O7P	[M-H]-	/resources/tools/chemdb_ontology?abbrev=LPA 14:1
379.20463	379.2338	.0291	FA 18:0;O6	C18H36O8	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:0;O6
379.20463	379.2490	.0444	FA 22:4;O3	C22H36O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 22:4;O3
379.20463	379.2490	.0444	ST 22:1;O5	C22H36O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 22:1;O5
379.20463	379.2046	.0001	FA 22:6;O	C22H32O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 22:6;O
379.20463	379.2046	.0001	ST 22:3;O3	C22H32O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 22:3;O3
379.20463	379.1893	.0153	FA 18:2;O4	C18H32O6	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 18:2;O4
379.20463	379.2257	.0211	FA 19:1;O3	C19H36O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 19:1;O3
379.20463	379.2257	.0211	FOH 19:2;O4	C19H36O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FOH 19:2;O4
379.20463	379.2409	.0363	FA 23:5	C23H36O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 23:5
379.20463	379.2409	.0363	ST 23:2;O2	C23H36O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 23:2;O2
379.20463	379.1682	.0365	ST 21:4;O4	C21H28O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 21:4;O4
379.20463	379.2126	.0080	FA 20:5;O2	C20H30O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 20:5;O2
379.20463	379.2490	.0444	FA 21:4;O	C21H34O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 21:4;O
379.20463	379.2490	.0444	ST 21:1;O3	C21H34O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 21:1;O3
379.20463	379.2126	.0080	ST 19:2;O4	C19H28O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 19:2;O4
379.20463	379.1915	.0131	FA 22:10	C22H24O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 22:10
379.20463	379.2490	.0444	FA 20:4;O	C20H32O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 20:4;O
310.23894	310.2752	.0362	SPB 19:2;O2	C19H37NO2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=SPB 19:2;O2
310.23894	310.2024	.0366	CAR 10:2	C17H29NO4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=CAR 10:2
303.23295	303.2330	.0000	FA 20:4	C20H32O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 20:4
303.23295	303.2330	.0000	ST 20:1;O2	C20H32O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 20:1;O2
303.23295	303.2177	.0152	FA 16:0;O3	C16H32O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:0;O3
303.23295	303.2541	.0211	MG O-14:0;O	C17H36O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=MG O-14:0;O
303.23295	303.1966	.0364	ST 19:2;O3	C19H28O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 19:2;O3
303.23295	303.2693	.0364	ST 21:0;O	C21H36O	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 21:0;O
303.23295	303.2096	.0233	FA 17:1	C17H32O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 17:1
303.23295	303.2096	.0233	SFE 17:1	C17H32O2	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=SFE 17:1
303.23295	303.2177	.0152	FA 15:0;O	C15H30O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 15:0;O
303.23295	303.2177	.0152	FA 14:0;O	C14H28O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 14:0;O
303.23295	303.2148	.0182	DG 36:8	C39H60O5	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=DG 36:8
303.23295	303.2329	.0000	TG 57:10	C60H96O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 57:10
375.23070	375.2177	.0130	FA 22:6;O3	C22H32O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 22:6;O3
375.23070	375.2177	.0130	ST 22:3;O5	C22H32O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 22:3;O5
375.23070	375.2541	.0234	MG 20:5	C23H36O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=MG 20:5
375.23070	375.1813	.0494	ST 21:4;O6	C21H28O6	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 21:4;O6
375.23070	375.2308	.0001	FA 20:2;O2	C20H36O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 20:2;O2
375.23070	375.2308	.0001	FOH 20:2;O3	C20H36O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FOH 20:2;O3
375.23070	375.2672	.0365	FA 21:1;O	C21H40O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 21:1;O
375.23070	375.2388	.0081	FA 18:1;O3	C18H34O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 18:1;O3
375.23070	375.2177	.0130	ST 21:3;O3	C21H30O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 21:3;O3
375.23070	375.2541	.0234	FA 22:5	C22H34O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 22:5
375.23070	375.2541	.0234	SFE 22:5	C22H34O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 22:5
375.23070	375.2752	.0445	MG 16:0	C19H38O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=MG 16:0
375.23070	375.2752	.0445	MG O-16:1;O	C19H38O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=MG O-16:1;O
375.23070	375.2177	.0130	FA 20:6;O	C20H28O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 20:6;O
375.23070	375.2177	.0130	ST 20:3;O3	C20H28O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 20:3;O3
375.23070	375.2541	.0234	FA 21:5	C21H32O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 21:5
375.23070	375.2541	.0234	ST 21:2;O2	C21H32O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 21:2;O2
375.23070	375.2025	.0283	FOH 16:3;O5	C16H28O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FOH 16:3;O5
375.23070	375.2752	.0445	FA 18:0;O2	C18H36O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 18:0;O2
375.23070	375.2752	.0445	MG O-15:1;O	C18H36O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=MG O-15:1;O
375.23070	375.1813	.0494	ST 19:4;O4	C19H24O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 19:4;O4
375.23070	375.2347	.0040	PI O-29:1	C38H73O12P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI O-29:1
375.23070	375.2241	.0066	PG 35:6	C41H69O10P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PG 35:6
375.23070	375.2423	.0116	PG O-36:6	C42H73O9P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PG O-36:6
375.23070	375.2165	.0142	PI 28:1	C37H69O13P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI 28:1
397.17057	397.2021	.0315	ST 24:6;O5	C24H30O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 24:6;O5
397.17057	397.1787	.0082	ST 21:3;O5	C21H30O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 21:3;O5
397.17057	397.2151	.0445	FA 22:5;O2	C22H34O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 22:5;O2
397.17057	397.1327	.0379	ST 18:3;O2;S	C18H24O5S	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 18:3;O2;S
397.17057	397.1868	.0162	FA 18:5;O4	C18H26O6	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 18:5;O4
397.17057	397.1932	.0227	PI 28:3;O3	C37H65O16P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PI 28:3;O3
373.21520	373.2021	.0131	FA 22:7;O3	C22H30O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 22:7;O3
373.21520	373.2021	.0131	ST 22:4;O5	C22H30O5	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 22:4;O5
373.21520	373.2384	.0232	ST 23:3;O4	C23H34O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 23:3;O4
373.21520	373.2151	.0001	FA 20:3;O2	C20H34O4	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 20:3;O2
373.21520	373.1787	.0365	ST 19:1;O5	C19H30O5	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=ST 19:1;O5
373.21520	373.2232	.0080	FA 18:2;O3	C18H32O5	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 18:2;O3
373.21520	373.2021	.0131	ST 21:4;O3	C21H28O3	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=ST 21:4;O3
373.21520	373.2384	.0232	FA 22:6	C22H32O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 22:6
373.21520	373.2596	.0444	FA 19:1;O2	C19H36O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 19:1;O2
373.21520	373.2596	.0444	FOH 19:2;O3	C19H36O4	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FOH 19:2;O3
373.21520	373.2232	.0080	FAHFA 17:2;O2	C17H30O5	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FAHFA 17:2;O2
373.21520	373.2021	.0131	FA 20:7;O	C20H26O3	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 20:7;O
373.21520	373.2384	.0232	ST 21:3;O2	C21H30O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=ST 21:3;O2
373.21520	373.2596	.0444	FA 18:1;O2	C18H34O4	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 18:1;O2
364.28589	364.2866	.0007	PA O-39:1	C42H83O7P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA O-39:1
364.28589	364.2922	.0063	CerPE 39:1;O2	C41H83N2O6P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=CerPE 39:1;O2
364.28589	364.2922	.0063	SM 36:1;O2	C41H83N2O6P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=SM 36:1;O2
364.28589	364.2740	.0119	CerPE 38:2;O3	C40H79N2O7P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=CerPE 38:2;O3
364.28589	364.2983	.0124	TG 43:3	C46H82O6	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=TG 43:3
364.28589	364.2684	.0175	PA 38:1	C41H79O8P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA 38:1
271.22808	271.2279	.0002	FA 16:0;O	C16H32O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 16:0;O
271.22808	271.2067	.0213	ST 19:2;O	C19H28O	[M-H]-	/resources/tools/chemdb_ontology?abbrev=ST 19:2;O
271.22808	271.1915	.0366	FA 15:1;O2	C15H28O4	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 15:1;O2
271.22808	271.1915	.0366	FA 14:1	C14H26O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 14:1
271.22808	271.1915	.0366	SFE 14:1	C14H26O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 14:1
271.22808	271.1915	.0366	WE 14:1	C14H26O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=WE 14:1
271.22808	271.1915	.0366	FA 13:1	C13H24O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 13:1
271.22808	271.1915	.0366	SFE 13:1	C13H24O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SFE 13:1
271.22808	271.2288	.0008	SM 42:0;O2	C47H97N2O6P	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=SM 42:0;O2
271.22808	271.2329	.0049	TG 49:2	C52H96O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 49:2
271.22808	271.2130	.0151	PA 44:0	C47H93O8P	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=PA 44:0
293.21240	293.2122	.0002	FA 18:3;O	C18H30O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:3;O
293.21240	293.2486	.0362	FA 19:2	C19H34O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 19:2
293.21240	293.2486	.0362	WE 19:2	C19H34O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=WE 19:2
293.21240	293.1889	.0235	FA 15:0;O	C15H30O3	[M+Cl]-	/resources/tools/chemdb_ontology?abbrev=FA 15:0;O
293.21240	293.1758	.0366	FA 16:4	C16H24O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=FA 16:4
293.21240	293.1758	.0366	SFE 16:4	C16H24O2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SFE 16:4
293.21240	293.1758	.0366	FA 15:4	C15H22O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=FA 15:4
293.21240	293.1758	.0366	WE 15:4	C15H22O2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=WE 15:4
293.21240	293.2304	.0180	DG 34:4	C37H64O5	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=DG 34:4
293.21240	293.2173	.0049	TG 55:11	C58H90O6	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=TG 55:11
293.21240	293.2044	.0080	PG 44:4	C50H91O10P	[M-3H]3-	/resources/tools/chemdb_ontology?abbrev=PG 44:4
354.26504	354.2650	.0001	SPB 19:3;O2	C19H35NO2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SPB 19:3;O2
354.26504	354.2650	.0001	SPB 18:3;O2	C18H33NO2	[M+OAc]-	/resources/tools/chemdb_ontology?abbrev=SPB 18:3;O2
354.26504	354.2553	.0098	PA O-38:4	C41H75O7P	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=PA O-38:4
354.26504	354.2852	.0202	DG 43:6	C46H78O5	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=DG 43:6
340.28574	340.2857	.0000	Cer 20:1;O2	C20H39NO3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=Cer 20:1;O2
340.28574	340.2493	.0364	SPB 18:3;O2	C18H33NO2	[M+Formate]-	/resources/tools/chemdb_ontology?abbrev=SPB 18:3;O2
340.28574	340.2695	.0162	DG 41:6	C44H74O5	[M-2H]2-	/resources/tools/chemdb_ontology?abbrev=DG 41:6
345.24366	345.2435	.0001	FA 22:5;O	C22H34O3	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 22:5;O
345.24366	345.2283	.0154	FA 18:1;O4	C18H34O6	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 18:1;O4
345.24366	345.2283	.0154	WE 18:1;O4	C18H34O6	[M-H]-	/resources/tools/chemdb_ontology?abbrev=WE 18:1;O4
345.24366	345.2799	.0363	FA 23:4	C23H38O2	[M-H]-	/resources/tools/chemdb_ontology?abbrev=FA 23:4
